\begin{table}
\begin{tabular}{cccccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR & sSFR & dist_MS & dist_MS_lin \\
UDS & 22685 & 10.2922560714 & 1.0116 & 3.96 & 0.1 & 11.4 & 0.141 & 0.0031 & 42.4741066595 & 44.9813965617 & 1.63460907546 & 43.0277221576 & 44.534652697 & -1.26430812682 & -8.65764699594 & -10.3038673387 & -9.98805773352 \\
UDS & 3103 & 9.810232518 & 1.014 & 5.2800002 & 0.3 & 10.85 & 0.063 & 0.0489 & 43.1220538248 & 44.4109711474 & 1.06418366114 & 43.2473762466 & 44.8092203083 & -0.989740515524 & -8.74604885686 & -10.3922691997 & -10.0764595944 \\
UDS & 898 & 9.86332286012 & 1.021 & 4.6199999 & 0.2 & 10.64 & 0.06 & 0.0194 & 42.5105466956 & 44.2142368546 & 0.867449368377 & 43.0400753298 & 44.5500941623 & -1.24886666152 & -8.99587349174 & -10.6420938345 & -10.3262842293 \\
UDS & 19299 & 10.5465426635 & 1.026 & 4.6199999 & 0.1 & 11.44 & 0.322 & 0.0031 & 42.5141066595 & 45.0213965617 & 1.67460907546 & 43.0412821576 & 44.551602697 & -1.24735812682 & -8.87193358804 & -10.5181539308 & -10.2023443256 \\
UDS & 9827 & 10.6053050461 & 1.026 & 5.9400001 & 0.1 & 11.49 & 0.3 & 0.0031 & 42.5641066595 & 45.0713965617 & 1.72460907546 & 43.0582321576 & 44.572790197 & -1.22617062682 & -8.88069597064 & -10.5269163134 & -10.2111067082 \\
UDS & 11724 & 10.1818435879 & 1.028 & 4.6199999 & 0.1 & 10.91 & 0.162 & 0.0031 & 41.9841066595 & 44.4913965617 & 1.14460907546 & 42.8616121576 & 44.327015197 & -1.47194562682 & -9.03723451244 & -10.6834548552 & -10.36764525 \\
UDS & 7400 & 10.1205739312 & 1.03 & 5.2800002 & 0.1 & 11.01 & 0.133 & 0.0031 & 42.0841066595 & 44.5913965617 & 1.24460907546 & 42.8955121576 & 44.369390197 & -1.42957062682 & -8.87596485574 & -10.5221851985 & -10.2063755933 \\
UDS & 10633 & 10.8530895299 & 1.03 & 4.6199999 & 0.2 & 10.9 & 0.154 & 0.0194 & 42.7705466956 & 44.4742368546 & 1.12744936838 & 43.1282153298 & 44.6602691623 & -1.13869166152 & -9.72564016152 & -11.3718605043 & -11.0560508991 \\
UDS & 6065 & 10.5987905068 & 1.031 & 5.2800002 & 0.3 & 11.21 & 0.058 & 0.0489 & 43.4820538248 & 44.7709711474 & 1.42418366114 & 43.3694162466 & 44.9617703083 & -0.837190515524 & -9.17460684566 & -10.8208271885 & -10.5050175832 \\
UDS & 18876 & 10.6042260531 & 1.032 & 4.6199999 & 0.1 & 11.54 & 0.395 & 0.0031 & 42.6141066595 & 45.1213965617 & 1.77460907546 & 43.0751821576 & 44.593977697 & -1.20498312682 & -8.82961697764 & -10.4758373204 & -10.1600277152 \\
UDS & 1557 & 10.3996737215 & 1.036 & 4.6199999 & 0.05 & 10.72 & 0.077 & -0.0001 & nan & nan & nan & nan & nan & 0.0 & nan & nan & nan \\
UDS & 24330 & 10.1492191127 & 1.038 & 4.6199999 & 0.1 & 10.76 & 0.079 & 0.0031 & 41.8341066595 & 44.3413965617 & 0.994609075465 & 42.8107621576 & 44.263452697 & -1.53550812682 & -9.15461003724 & -10.80083038 & -10.4850207748 \\
UDS & 7335 & 10.372912003 & 1.039 & 5.2800002 & 0.1 & 10.72 & 0.081 & 0.0031 & 41.7941066595 & 44.3013965617 & 0.954609075465 & 42.7972021576 & 44.246502697 & -1.55245812682 & -9.41830292754 & -11.0645232703 & -10.7487136651 \\
UDS & 4667 & 10.1430148003 & 1.04 & 3.96 & 0.1 & 11.1 & 0.111 & 0.0031 & 42.1741066595 & 44.6813965617 & 1.33460907546 & 42.9260221576 & 44.407527697 & -1.39143312682 & -8.80840572484 & -10.4546260676 & -10.1388164624 \\
UDS & 7109 & 9.94497590841 & 1.04 & 6.5999999 & 0.1 & 11.21 & 0.11 & 0.0031 & 42.2841066595 & 44.7913965617 & 1.44460907546 & 42.9633121576 & 44.454140197 & -1.34482062682 & -8.50036683295 & -10.1465871758 & -9.83077757053 \\
UDS & 11371 & 10.6127838567 & 1.042 & 5.2800002 & 0.1 & 12.13 & 0.144 & 0.0031 & 43.2041066595 & 45.7113965617 & 2.36460907546 & 43.2751921576 & 44.843990197 & -0.954970626815 & -8.24817478124 & -9.89439512404 & -9.57858551882 \\
UDS & 17737 & 10.2504200023 & 1.044 & 3.96 & 0.5 & 10.85 & 0.124 & 0.1475 & 43.601536986 & 44.3634393534 & 1.01665186713 & 43.4099210383 & 45.0124012978 & -0.786559525969 & -9.23376813517 & -10.879988478 & -10.5641788728 \\
UDS & 21908 & 10.0253058653 & 1.049 & 3.96 & 0.1 & 10.83 & 0.074 & 0.0031 & 41.9041066595 & 44.4113965617 & 1.06460907546 & 42.8344921576 & 44.293115197 & -1.50584562682 & -8.96069678984 & -10.6069171326 & -10.2911075274 \\
UDS & 18631 & 10.3654879849 & 1.05 & 5.2800002 & 0.3 & 11.21 & 0.204 & 0.0489 & 43.4820538248 & 44.7709711474 & 1.42418366114 & 43.3694162466 & 44.9617703083 & -0.837190515524 & -8.94130432376 & -10.5875246666 & -10.2717150613 \\
UDS & 19298 & 9.87794695163 & 1.052 & 5.2800002 & 0.1 & 11.23 & 0.1 & 0.0031 & 42.3041066595 & 44.8113965617 & 1.46460907546 & 42.9700921576 & 44.462615197 & -1.33634562682 & -8.41333787617 & -10.059558219 & -9.74374861375 \\
UDS & 18063 & 9.99166900738 & 1.054 & 5.2800002 & 0.1 & 10.99 & 0.095 & 0.0031 & 42.0641066595 & 44.5713965617 & 1.22460907546 & 42.8887321576 & 44.360915197 & -1.43804562682 & -8.76705993192 & -10.4132802747 & -10.0974706695 \\
UDS & 2610 & 9.78604121024 & 1.0579 & 4.6199999 & 0.1 & 10.39 & 0.043 & 0.0031 & 41.4641066595 & 43.9713965617 & 0.624609075465 & 42.6853321576 & 44.106665197 & -1.69229562682 & -9.16143213478 & -10.8076524776 & -10.4918428724 \\
UDS & 10072 & 9.59769518593 & 1.058 & 3.96 & 0.1 & 11.13 & 0.085 & 0.0031 & 42.2041066595 & 44.7113965617 & 1.36460907546 & 42.9361921576 & 44.420240197 & -1.37872062682 & -8.23308611047 & -9.87930645327 & -9.56349684805 \\
UDS & 3599 & 10.4014005408 & 1.06 & 5.2800002 & 0.1 & 11.13 & 0.111 & 0.0031 & 42.2041066595 & 44.7113965617 & 1.36460907546 & 42.9361921576 & 44.420240197 & -1.37872062682 & -9.03679146534 & -10.6830118081 & -10.3672022029 \\
UDS & 12143 & 9.81624129999 & 1.063 & 5.2800002 & 0.1 & 11.14 & 0.094 & 0.0031 & 42.2141066595 & 44.7213965617 & 1.37460907546 & 42.9395821576 & 44.424477697 & -1.37448312682 & -8.44163222453 & -10.0878525673 & -9.77204296211 \\
UDS & 14321 & 9.71432975975 & 1.066 & 4.6199999 & 0.1 & 10.65 & 0.057 & 0.0031 & 41.7241066595 & 44.2313965617 & 0.884609075465 & 42.7734721576 & 44.216840197 & -1.58212062682 & -8.82972068428 & -10.4759410271 & -10.1601314219 \\
UDS & 18683 & 10.3873898263 & 1.066 & 6.5999999 & 0.1 & 11.58 & 0.146 & 0.0031 & 42.6541066595 & 45.1613965617 & 1.81460907546 & 43.0887421576 & 44.610927697 & -1.18803312682 & -8.57278075084 & -10.2190010936 & -9.90319148842 \\
UDS & 21315 & 10.2624510897 & 1.067 & 5.2800002 & 0.3 & 10.97 & 0.137 & 0.0489 & 43.2420538248 & 44.5309711474 & 1.18418366114 & 43.2880562466 & 44.8600703083 & -0.938890515524 & -9.07826742856 & -10.7244877714 & -10.4086781661 \\
UDS & 20327 & 10.8068580295 & 1.071 & 5.2800002 & 0.4 & 11.29 & 0.252 & 0.0916 & 43.8346404394 & 44.8310220912 & 1.48423460501 & 43.4889431089 & 45.1111788862 & -0.687781937611 & -9.32262342449 & -10.9688437673 & -10.6530341621 \\
UDS & 13656 & 10.0128372247 & 1.071 & 5.2800002 & 0.1 & 10.82 & 0.083 & 0.0031 & 41.8941066595 & 44.4013965617 & 1.05460907546 & 42.8311021576 & 44.288877697 & -1.51008312682 & -8.95822814924 & -10.604448492 & -10.2886388868 \\
UDS & 18883 & 9.94792361983 & 1.072 & 5.2800002 & 0.1 & 10.62 & 0.055 & 0.0031 & 41.6941066595 & 44.2013965617 & 0.854609075465 & 42.7633021576 & 44.204127697 & -1.59483312682 & -9.09331454437 & -10.7395348872 & -10.4237252819 \\
UDS & 13005 & 9.74896286126 & 1.073 & 4.6199999 & 0.1 & 11.39 & 0.071 & 0.0031 & 42.4641066595 & 44.9713965617 & 1.62460907546 & 43.0243321576 & 44.530415197 & -1.26854562682 & -8.1243537858 & -9.7705741286 & -9.45476452338 \\
UDS & 2844 & 10.631443769 & 1.075 & 6.5999999 & 0.1 & 11.05 & 0.088 & 0.0031 & 42.1241066595 & 44.6313965617 & 1.28460907546 & 42.9090721576 & 44.386340197 & -1.41262062682 & -9.34683469354 & -10.9930550363 & -10.6772454311 \\
UDS & 5095 & 9.95424250944 & 1.077 & 5.2800002 & 0.1 & 11.08 & 0.084 & 0.0031 & 42.1541066595 & 44.6613965617 & 1.31460907546 & 42.9192421576 & 44.399052697 & -1.39990812682 & -8.63963343398 & -10.2858537768 & -9.97004417156 \\
UDS & 25704 & 10.0453229788 & 1.079 & 5.2800002 & 0.1 & 10.37 & 0.037 & 0.0031 & 41.4441066595 & 43.9513965617 & 0.604609075465 & 42.6785521576 & 44.098190197 & -1.70077062682 & -9.44071390334 & -11.0869342461 & -10.7711246409 \\
UDS & 19964 & 10.6493348587 & 1.082 & 5.2800002 & 0.2 & 11.55 & 0.241 & 0.0194 & 43.4205466956 & 45.1242368546 & 1.77744936838 & 43.3485653298 & 44.9357066623 & -0.863254161519 & -8.87188549032 & -10.5181058331 & -10.2022962279 \\
UDS & 21755 & 9.93500315145 & 1.087 & 5.2800002 & 0.1 & 10.43 & 0.039 & 0.0031 & 41.5041066595 & 44.0113965617 & 0.664609075465 & 42.6988921576 & 44.123615197 & -1.67534562682 & -9.27039407598 & -10.9166144188 & -10.6008048136 \\
UDS & 13785 & 10.620136055 & 1.092 & 4.6199999 & 0.6 & 11.36 & 0.585 & 0.2166 & 44.278403418 & 44.8367285329 & 1.48994104668 & 43.6393787587 & 45.2992234484 & -0.49973737542 & -9.13019500832 & -10.7764153511 & -10.4606057459 \\
UDS & 17777 & 10.4885507165 & 1.092 & 5.2800002 & 0.1 & 10.58 & 0.061 & 0.0031 & 41.6541066595 & 44.1613965617 & 0.814609075465 & 42.7497421576 & 44.187177697 & -1.61178312682 & -9.67394164104 & -11.3201619838 & -11.0043523786 \\
UDS & 18388 & 10.660865478 & 1.0924 & 5.2800002 & 0.3 & 11.41 & 0.368 & 0.0489 & 43.6820538248 & 44.9709711474 & 1.62418366114 & 43.4372162466 & 45.0465203083 & -0.752440515524 & -9.03668181686 & -10.6829021597 & -10.3670925544 \\
UDS & 18923 & 9.51454775266 & 1.0939 & 4.6199999 & 0.1 & 11.49 & 0.125 & 0.0031 & 42.5641066595 & 45.0713965617 & 1.72460907546 & 43.0582321576 & 44.572790197 & -1.22617062682 & -7.7899386772 & -9.43615902 & -9.12034941478 \\
UDS & 20087 & 10.3944516808 & 1.1 & 5.2800002 & 0.1 & 10.86 & 0.092 & 0.0031 & 41.9341066595 & 44.4413965617 & 1.09460907546 & 42.8446621576 & 44.305827697 & -1.49313312682 & -9.29984260534 & -10.9460629481 & -10.6302533429 \\
UDS & 23956 & 10.952792443 & 1.101 & 4.6199999 & 0.1 & 11.22 & 0.289 & 0.0031 & 42.2941066595 & 44.8013965617 & 1.45460907546 & 42.9667021576 & 44.458377697 & -1.34058312682 & -9.49818336754 & -11.1444037103 & -10.8285941051 \\
UDS & 15612 & 9.56348108539 & 1.109 & 5.2800002 & 0.1 & 10.71 & 0.053 & 0.0031 & 41.7841066595 & 44.2913965617 & 0.944609075465 & 42.7938121576 & 44.242265197 & -1.55669562682 & -8.61887200993 & -10.2650923527 & -9.94928274751 \\
UDS & 26338 & 10.0211892991 & 1.112 & 5.2800002 & 0.1 & 10.73 & 0.063 & 0.0031 & 41.8041066595 & 44.3113965617 & 0.964609075465 & 42.8005921576 & 44.250740197 & -1.54822062682 & -9.05658022363 & -10.7028005664 & -10.3869909612 \\
UDS & 6070 & 10.927370363 & 1.112 & 5.2800002 & 0.3 & 11.03 & 0.134 & 0.0489 & 43.3020538248 & 44.5909711474 & 1.24418366114 & 43.3083962466 & 44.8854953083 & -0.913465515524 & -9.68318670186 & -11.3294070447 & -11.0135974394 \\
UDS & 23172 & 10.1303337685 & 1.116 & 5.2800002 & 0.1 & 11.03 & 0.117 & 0.0031 & 42.1041066595 & 44.6113965617 & 1.26460907546 & 42.9022921576 & 44.377865197 & -1.42109562682 & -8.86572469304 & -10.5119450358 & -10.1961354306 \\
UDS & 8644 & 10.7185016889 & 1.126 & 4.6199999 & 0.1 & 11.44 & 0.286 & 0.0031 & 42.5141066595 & 45.0213965617 & 1.67460907546 & 43.0412821576 & 44.551602697 & -1.24735812682 & -9.04389261344 & -10.6901129562 & -10.374303351 \\
UDS & 27425 & 11.0413926852 & 1.13 & 3.96 & 1.0 & 10.48 & 0.107 & 0.625 & 43.858624983 & 43.6367762334 & 0.289988747194 & 43.4970738692 & 45.1213423366 & -0.677618487228 & -10.751403938 & -12.3976242808 & -12.0818146756 \\
UDS & 6709 & 9.82085798944 & 1.136 & 5.2800002 & 0.1 & 10.74 & 0.048 & 0.0031 & 41.8141066595 & 44.3213965617 & 0.974609075465 & 42.8039821576 & 44.254977697 & -1.54398312682 & -8.84624891397 & -10.4924692568 & -10.1766596516 \\
UDS & 18789 & 10.5740312677 & 1.139 & 5.2800002 & 0.1 & 11.17 & 0.101 & 0.0031 & 42.2441066595 & 44.7513965617 & 1.40460907546 & 42.9497521576 & 44.437190197 & -1.36177062682 & -9.16942219224 & -10.815642535 & -10.4998329298 \\
UDS & 11848 & 10.8830933586 & 1.141 & 4.6199999 & 0.3 & 12.03 & 0.52 & 0.0489 & 44.3020538248 & 45.5909711474 & 2.24418366114 & 43.6473962466 & 45.3092453083 & -0.489715515524 & -8.63890969746 & -10.2851300403 & -9.96932043504 \\
UDS & 26739 & 9.7923916895 & 1.149 & 6.5999999 & 0.2 & 11.24 & 0.109 & 0.0194 & 43.1105466956 & 44.8142368546 & 1.46744936838 & 43.2434753298 & 44.8043441623 & -0.994616661519 & -8.32494232112 & -9.97116266392 & -9.6553530587 \\
UDS & 11207 & 9.46538285145 & 1.149 & 5.2800002 & 0.3 & 10.98 & 0.088 & 0.0489 & 43.2520538248 & 44.5409711474 & 1.19418366114 & 43.2914462466 & 44.8643078083 & -0.934653015524 & -8.27119919031 & -9.91741953311 & -9.60160992789 \\
UDS & 20784 & 9.33445375115 & 1.156 & 4.6199999 & 0.3 & 10.69 & 0.052 & 0.0489 & 42.9620538248 & 44.2509711474 & 0.904183661141 & 43.1931362466 & 44.7414203083 & -1.05754051552 & -8.43027009001 & -10.0764904328 & -9.76068082759 \\
UDS & 21267 & 10.5289167003 & 1.158 & 3.96 & 0.1 & 11.1 & 0.124 & 0.0031 & 42.1741066595 & 44.6813965617 & 1.33460907546 & 42.9260221576 & 44.407527697 & -1.39143312682 & -9.19430762484 & -10.8405279676 & -10.5247183624 \\
UDS & 23181 & 10.1583624921 & 1.16 & 3.5 & 0.2 & 12.03 & 0.49 & 0.0194 & 43.9005466956 & 45.6042368546 & 2.25744936838 & 43.5112853298 & 45.1391066623 & -0.659854161519 & -7.90091312372 & -9.54713346652 & -9.2313238613 \\
UDS & 7598 & 10.4608978428 & 1.161 & 4.6199999 & 0.1 & 10.77 & 0.066 & 0.0031 & 41.8441066595 & 44.3513965617 & 1.00460907546 & 42.8141521576 & 44.267690197 & -1.53127062682 & -9.45628876734 & -11.1025091101 & -10.7866995049 \\
UDS & 3452 & 10.2624510897 & 1.162 & 3.5 & 0.5 & 11.31 & 0.115 & 0.1475 & 44.061536986 & 44.8234393534 & 1.47665186713 & 43.5658610383 & 45.2073262978 & -0.591634525969 & -8.78579922257 & -10.4320195654 & -10.1162099602 \\
UDS & 15785 & 10.5646660643 & 1.163 & 5.2800002 & 0.3 & 11.17 & 0.182 & 0.0489 & 43.4420538248 & 44.7309711474 & 1.38418366114 & 43.3558562466 & 44.9448203083 & -0.854140515524 & -9.18048240316 & -10.826702746 & -10.5108931407 \\
UDS & 22468 & 10.1430148003 & 1.167 & 5.2800002 & 0.3 & 10.67 & 0.053 & 0.0489 & 42.9420538248 & 44.2309711474 & 0.884183661141 & 43.1863562466 & 44.7329453083 & -1.06601551552 & -9.25883113916 & -10.905051482 & -10.5892418767 \\
UDS & 15046 & 10.5453071165 & 1.171 & 4.6199999 & 0.1 & 11.26 & 0.172 & 0.0031 & 42.3341066595 & 44.8413965617 & 1.49460907546 & 42.9802621576 & 44.475327697 & -1.32363312682 & -9.05069804104 & -10.6969183838 & -10.3811087786 \\
UDS & 23940 & 10.7649229846 & 1.171 & 4.6199999 & 0.1 & 11.33 & 0.147 & 0.0031 & 42.4041066595 & 44.9113965617 & 1.56460907546 & 43.0039921576 & 44.504990197 & -1.29397062682 & -9.20031390914 & -10.8465342519 & -10.5307246467 \\
UDS & 13911 & 10.4996870826 & 1.172 & 4.6199999 & 0.1 & 11.08 & 0.125 & 0.0031 & 42.1541066595 & 44.6613965617 & 1.31460907546 & 42.9192421576 & 44.399052697 & -1.39990812682 & -9.18507800714 & -10.8312983499 & -10.5154887447 \\
UDS & 25253 & 10.1271047984 & 1.176 & 5.2800002 & 0.1 & 10.69 & 0.053 & 0.0031 & 41.7641066595 & 44.2713965617 & 0.924609075465 & 42.7870321576 & 44.233790197 & -1.56517062682 & -9.20249572293 & -10.8487160657 & -10.5329064605 \\
UDS & 13851 & 10.532754379 & 1.176 & 5.2800002 & 0.3 & 11.86 & 0.199 & 0.0489 & 44.1320538248 & 45.4209711474 & 2.07418366114 & 43.5897662466 & 45.2372078083 & -0.561753015524 & -8.45857071786 & -10.1047910607 & -9.78898145544 \\
UDS & 579 & 10.3263358609 & 1.19 & 3.5 & 0.5 & 11.64 & 0.51 & 0.1475 & 44.391536986 & 45.1534393534 & 1.80665186713 & 43.6777310383 & 45.3471637978 & -0.451797025969 & -8.51968399377 & -10.1659043366 & -9.85009473135 \\
UDS & 4267 & 9.81624129999 & 1.196 & 5.2800002 & 0.1 & 10.6 & 0.038 & 0.0031 & 41.6741066595 & 44.1813965617 & 0.834609075465 & 42.7565221576 & 44.195652697 & -1.60330812682 & -8.98163222453 & -10.6278525673 & -10.3120429621 \\
UDS & 4465 & 10.5132176001 & 1.198 & 5.2800002 & 0.3 & 11.26 & 0.161 & 0.0489 & 43.5320538248 & 44.8209711474 & 1.47418366114 & 43.3863662466 & 44.9829578083 & -0.816003015524 & -9.03903393896 & -10.6852542818 & -10.3694446765 \\
UDS & 2161 & 9.53402610606 & 1.198 & 5.2800002 & 0.1 & 10.99 & 0.07 & 0.0031 & 42.0641066595 & 44.5713965617 & 1.22460907546 & 42.8887321576 & 44.360915197 & -1.43804562682 & -8.3094170306 & -9.9556373734 & -9.63982776818 \\
UDS & 7169 & 10.688419822 & 1.199 & 4.6199999 & 0.1 & 11.4 & 0.167 & 0.0031 & 42.4741066595 & 44.9813965617 & 1.63460907546 & 43.0277221576 & 44.534652697 & -1.26430812682 & -9.05381074654 & -10.7000310893 & -10.3842214841 \\
UDS & 25176 & 10.7649229846 & 1.201 & 5.2800002 & 0.1 & 11.89 & 0.115 & 0.0031 & 42.9641066595 & 45.4713965617 & 2.12460907546 & 43.1938321576 & 44.742290197 & -1.05667062682 & -8.64031390914 & -10.2865342519 & -9.97072464672 \\
UDS & 12772 & 10.3783979009 & 1.206 & 4.6199999 & 0.3 & 11.46 & 0.164 & 0.0489 & 43.7320538248 & 45.0209711474 & 1.67418366114 & 43.4541662466 & 45.0677078083 & -0.731253015524 & -8.70421423976 & -10.3504345826 & -10.0346249773 \\
UDS & 6248 & 10.7050079593 & 1.207 & 5.2800002 & 0.1 & 11.4 & 0.103 & 0.0031 & 42.4741066595 & 44.9813965617 & 1.63460907546 & 43.0277221576 & 44.534652697 & -1.26430812682 & -9.07039888384 & -10.7166192266 & -10.4008096214 \\
UDS & 20917 & 10.5237464668 & 1.213 & 3.5 & 0.1 & 11.34 & 0.131 & 0.0031 & 42.4141066595 & 44.9213965617 & 1.57460907546 & 43.0073821576 & 44.509227697 & -1.28973312682 & -8.94913739134 & -10.5953577341 & -10.2795481289 \\
UDS & 19771 & 10.5198279938 & 1.215 & 3.96 & 0.9 & 12.06 & 2.055 & 0.5031 & 45.344399283 & 45.3390139624 & 1.99222647621 & 44.0007513569 & 45.7509391962 & -0.0480216276106 & -8.52760151759 & -10.1738218604 & -9.85801225517 \\
UDS & 8588 & 10.2695129442 & 1.224 & 5.9400001 & 0.1 & 11.2 & 0.1 & 0.0031 & 42.2741066595 & 44.7813965617 & 1.43460907546 & 42.9599221576 & 44.449902697 & -1.34905812682 & -8.83490386874 & -10.4811242115 & -10.1653146063 \\
UDS & 26467 & 10.0681858617 & 1.225 & 5.2800002 & 0.5 & 12.18 & 0.148 & 0.1475 & 44.931536986 & 45.6934393534 & 2.34665186713 & 43.8607910383 & 45.5759887978 & -0.222972025969 & -7.72153399457 & -9.36775433737 & -9.05194473215 \\
UDS & 13413 & 10.7160033436 & 1.225 & 4.6199999 & 0.1 & 11.34 & 0.155 & 0.0031 & 42.4141066595 & 44.9213965617 & 1.57460907546 & 43.0073821576 & 44.509227697 & -1.28973312682 & -9.14139426814 & -10.7876146109 & -10.4718050057 \\
UDS & 5278 & 9.90579588037 & 1.225 & 5.9400001 & 0.1 & 10.96 & 0.07 & 0.0031 & 42.0341066595 & 44.5413965617 & 1.19460907546 & 42.8785621576 & 44.348202697 & -1.45075812682 & -8.71118680491 & -10.3574071477 & -10.0415975425 \\
UDS & 25430 & 10.8135809886 & 1.225 & 5.2800002 & 0.1 & 12.09 & 0.166 & 0.0031 & 43.1641066595 & 45.6713965617 & 2.32460907546 & 43.2616321576 & 44.827040197 & -0.971920626815 & -8.48897191314 & -10.1351922559 & -9.81938265072 \\
UDS & 19748 & 10.2552725051 & 1.228 & 4.6199999 & 0.3 & 11.32 & 0.116 & 0.0489 & 43.5920538248 & 44.8809711474 & 1.53418366114 & 43.4067062466 & 45.0083828083 & -0.790578015524 & -8.72108884396 & -10.3673091868 & -10.0514995815 \\
UDS & 12907 & 11.0413926852 & 1.234 & 3.96 & 0.1 & 11.51 & 0.26 & 0.0031 & 42.5841066595 & 45.0913965617 & 1.74460907546 & 43.0650121576 & 44.581265197 & -1.21769562682 & -9.29678360974 & -10.9430039525 & -10.6271943473 \\
UDS & 18547 & 10.6354837468 & 1.234 & 3.96 & 0.1 & 11.59 & 0.225 & 0.0031 & 42.6641066595 & 45.1713965617 & 1.82460907546 & 43.0921321576 & 44.615165197 & -1.18379562682 & -8.81087467134 & -10.4570950141 & -10.1412854089 \\
UDS & 999 & 10.5622928645 & 1.237 & 5.2800002 & 0.1 & 11.14 & 0.062 & 0.0031 & 42.2141066595 & 44.7213965617 & 1.37460907546 & 42.9395821576 & 44.424477697 & -1.37448312682 & -9.18768378904 & -10.8339041318 & -10.5180945266 \\
UDS & 26295 & 10.3010299957 & 1.239 & 5.2800002 & 0.1 & 10.91 & 0.061 & 0.0031 & 41.9841066595 & 44.4913965617 & 1.14460907546 & 42.8616121576 & 44.327015197 & -1.47194562682 & -9.15642092024 & -10.802641263 & -10.4868316578 \\
UDS & 26801 & 10.4487063199 & 1.24 & 5.2800002 & 0.1 & 11.59 & 0.111 & 0.0031 & 42.6641066595 & 45.1713965617 & 1.82460907546 & 43.0921321576 & 44.615165197 & -1.18379562682 & -8.62409724444 & -10.2703175872 & -9.95450798202 \\
UDS & 13079 & 10.8082109729 & 1.241 & 4.6199999 & 0.1 & 11.33 & 0.18 & 0.0031 & 42.4041066595 & 44.9113965617 & 1.56460907546 & 43.0039921576 & 44.504990197 & -1.29397062682 & -9.24360189744 & -10.8898222402 & -10.574012635 \\
UDS & 23274 & 10.2741578493 & 1.246 & 5.2800002 & 0.2 & 11.11 & 0.105 & 0.0194 & 42.9805466956 & 44.6842368546 & 1.33744936838 & 43.1994053298 & 44.7492566623 & -1.04970416152 & -8.93670848092 & -10.5829288237 & -10.2671192185 \\
UDS & 16714 & 10.7535830589 & 1.252 & 4.6199999 & 0.2 & 11.38 & 0.177 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 & -9.14613369052 & -10.7923540333 & -10.4765444281 \\
UDS & 14075 & 10.6138418219 & 1.258 & 4.6199999 & 0.06 & 11.0 & 0.08 & 0.000276 & 41.0236540478 & 44.5826250839 & 1.23583759765 & 42.5360187222 & 43.9200234027 & -1.87893742105 & -9.37800422425 & -11.0242245671 & -10.7084149618 \\
UDS & 15386 & 10.9100905456 & 1.258 & 3.96 & 0.3 & 11.38 & 0.214 & 0.0489 & 43.6520538248 & 44.9409711474 & 1.59418366114 & 43.4270462466 & 45.0338078083 & -0.765153015524 & -9.31590688446 & -10.9621272273 & -10.646317622 \\
UDS & 13540 & 9.95085145889 & 1.26 & 5.2800002 & 0.2 & 10.95 & 0.065 & 0.0194 & 42.8205466956 & 44.5242368546 & 1.17744936838 & 43.1451653298 & 44.6814566623 & -1.11750416152 & -8.77340209051 & -10.4196224333 & -10.1038128281 \\
UDS & 9416 & 10.2741578493 & 1.262 & 4.6199999 & 0.1 & 11.08 & 0.089 & 0.0031 & 42.1541066595 & 44.6613965617 & 1.31460907546 & 42.9192421576 & 44.399052697 & -1.39990812682 & -8.95954877384 & -10.6057691166 & -10.2899595114 \\
UDS & 18291 & 10.3979400087 & 1.263 & 5.2800002 & 0.1 & 10.97 & 0.073 & 0.0031 & 42.0441066595 & 44.5513965617 & 1.20460907546 & 42.8819521576 & 44.352440197 & -1.44652062682 & -9.19333093324 & -10.839551276 & -10.5237416708 \\
UDS & 15470 & 10.285557309 & 1.269 & 4.6199999 & 0.1 & 11.22 & 0.093 & 0.0031 & 42.2941066595 & 44.8013965617 & 1.45460907546 & 42.9667021576 & 44.458377697 & -1.34058312682 & -8.83094823354 & -10.4771685763 & -10.1613589711 \\
UDS & 19724 & 10.1398790864 & 1.27 & 3.5 & 0.2 & 11.4 & 0.112 & 0.0194 & 43.2705466956 & 44.9742368546 & 1.62744936838 & 43.2977153298 & 44.8721441623 & -0.926816661519 & -8.51242971802 & -10.1586500608 & -9.8428404556 \\
UDS & 20266 & 10.6009728957 & 1.27 & 5.2800002 & 0.06 & 10.93 & 0.068 & 0.000276 & 40.9536540478 & 44.5126250839 & 1.16583759765 & 42.5122887222 & 43.8903609027 & -1.90859992105 & -9.43513529805 & -11.0813556409 & -10.7655460356 \\
UDS & 12173 & 9.81491318128 & 1.2707 & 4.6199999 & 0.1 & 11.01 & 0.064 & 0.0031 & 42.0841066595 & 44.5913965617 & 1.24460907546 & 42.8955121576 & 44.369390197 & -1.42957062682 & -8.57030410582 & -10.2165244486 & -9.9007148434 \\
UDS & 8252 & 10.3820170426 & 1.277 & 4.6199999 & 0.3 & 11.43 & 0.146 & 0.0489 & 43.7020538248 & 44.9909711474 & 1.64418366114 & 43.4439962466 & 45.0549953083 & -0.743965515524 & -8.73783338146 & -10.3840537243 & -10.068244119 \\
