field	ID	fagn_mir  lir	s24(mJy)
UDS  26967   0.20  10.73  0.030
UDS  26968   0.30   9.79  0.030
UDS  26970   0.20  10.36  0.030
UDS  26976   0.20  11.30  0.110
UDS  26988   0.20  10.81  0.030
UDS   2699   0.70   9.56  0.030
UDS  27004   0.70  10.59  0.030
UDS  27006   0.20  10.75  0.030
UDS  27011   0.40  10.45  0.030
UDS  27016   0.20  11.52  0.108
UDS  27027   0.20  10.75  0.030
UDS  27029   0.20  10.98  0.030
UDS  27035   0.00  10.87  0.076
UDS  27045   0.00  10.94  0.115
UDS  27048   0.20  10.75  0.030
UDS  27050   0.20  10.89  0.030
UDS  27054   0.30  11.45  0.030
UDS  27057   0.20  10.79  0.030
UDS  27058   0.20  10.69  0.030
UDS  27061   0.20  10.99  0.030
UDS  27063   0.20  10.69  0.030
UDS  27065   0.20  10.74  0.030
UDS  27069   0.30   9.91  0.030
UDS  27071   0.00  11.12  0.169
UDS  27088   0.20  10.66  0.030
UDS  27094   0.70  10.73  0.030
UDS  27095   1.00   9.80  0.030
UDS  27097   0.80  11.08  0.117
UDS  27099   0.20  10.77  0.030
UDS  27100   0.00  10.12  0.048
UDS  27102   0.90  10.68  0.030
UDS  27111   0.20  10.69  0.030
UDS  27112   0.40  10.00  0.030
UDS  27117   0.20  10.26  0.030
UDS   2712   0.10  10.27  0.030
UDS  27121   0.00   9.89  0.030
UDS  27122   0.20  10.76  0.030
UDS  27123   0.20  10.75  0.030
UDS  27124   0.20  10.79  0.030
UDS  27125   0.20  11.69  0.444
UDS  27127   0.90  10.59  0.030
UDS  27130   0.20  10.67  0.030
UDS  27136   0.00   9.61  0.030
UDS  27138   0.20  11.18  0.059
UDS  27141   1.00  10.71  0.030
UDS  27143   0.70  10.20  0.030
UDS  27144   0.90  10.56  0.030
UDS  27145   0.10  10.67  0.030
UDS  27147   0.20  10.43  0.030
UDS  27157   0.20  10.26  0.030
UDS  27159   0.40  10.29  0.030
UDS  27162   0.20  10.77  0.030
UDS   2717   0.40   9.92  0.030
UDS  27175   0.20  10.73  0.030
UDS  27177   0.20  10.89  0.030
UDS   2718   0.90  10.63  0.030
UDS  27215   0.90  10.71  0.030
UDS   2724   0.20  10.37  0.030
UDS  27246   0.00  10.29  0.030
UDS   2726   0.20  10.93  0.030
UDS   2727   0.20  10.94  0.030
UDS   2730   0.10  10.50  0.030
UDS   2731   0.20  10.88  0.030
UDS   2734   0.10  11.49  0.136
UDS   2736   0.10  10.33  0.030
UDS   2737   0.00  10.33  0.030
UDS  27382   0.90  10.57  0.030
UDS  27404   0.40  10.12  0.030
UDS  27413   0.20  10.34  0.030
UDS  27425   1.00  10.48  0.107
UDS   2748   0.20  10.75  0.030
UDS  27543   0.90  10.77  0.030
UDS   2758   0.30   9.76  0.129
UDS   2765   0.80  10.75  0.030
UDS  27675   0.20  10.68  0.030
UDS   2768   0.20  10.74  0.030
UDS   2770   0.40   9.76  0.030
UDS  27737   0.20  10.93  0.030
UDS  27755   0.20  10.89  0.030
UDS   2778   0.40  11.51  1.575
UDS   2779   0.20  10.99  0.030
UDS  27828   0.70   9.75  0.030
UDS   2790   0.10  10.52  0.030
UDS   2791   0.10  10.62  0.030
UDS    280   0.40   9.92  0.030
UDS  28028   0.90  11.41  0.030
UDS  28074   0.20  10.79  0.030
UDS   2808   0.80  11.31  0.168
UDS  28083   0.60  10.82  0.030
UDS  28161   0.20  10.91  0.030
UDS   2822   0.90  10.60  0.030
UDS   2823   0.10  10.04  0.030
UDS  28244   0.20  10.98  0.030
UDS   2828   0.80  10.49  0.030
UDS   2830   0.30   9.84  0.030
UDS   2832   0.20  10.93  0.030
UDS   2837   0.20  10.70  0.030
UDS   2842   0.40  10.32  0.030
UDS   2843   0.40  10.46  0.030
UDS   2844   0.10  11.05  0.088
UDS   2845   0.40  10.43  0.030
UDS   2846   0.20  10.35  0.030
UDS   2850   0.50  11.32  0.095
UDS  28503   0.20  10.87  0.030
UDS   2852   0.16  10.90  0.030
UDS  28539   0.20  10.85  0.030
UDS   2857   0.40   9.90  0.030
UDS  28588   0.20  10.80  0.030
UDS   2861   0.00  11.24  0.324
UDS  28617   0.20  10.61  0.030
UDS   2862   0.20  10.87  0.030
UDS   2869   0.90  10.52  0.030
UDS  28743   0.90  10.62  0.030
UDS   2877   0.20  10.80  0.030
UDS    288   0.10  10.01  0.030
UDS   2884   0.08  10.25  0.055
UDS   2885   0.20  10.56  0.030
UDS   2886   0.90  11.19  0.030
UDS  28892   0.20  10.85  0.030
UDS   2895   0.20  10.74  0.030
UDS   2897   0.40  10.32  0.030
UDS  28999   0.20  10.93  0.030
UDS   2900   0.20  10.96  0.030
UDS  29010   0.20  10.85  0.030
UDS  29014   0.20  10.89  0.030
UDS   2906   0.20  10.96  0.030
UDS   2910   0.60  10.82  0.030
UDS  29102   0.60  10.93  0.030
UDS   2913   0.10  10.05  0.030
UDS  29144   0.20  10.79  0.030
UDS  29178   0.55  10.81  0.030
UDS   2919   0.90  10.50  0.030
UDS   2925   0.00  10.51  0.091
UDS   2926   0.20  11.24  0.068
UDS  29270   0.20  10.93  0.030
UDS   2929   0.90  10.63  0.030
UDS   2938   0.30  11.89  0.174
UDS   2941   0.80  10.77  0.030
UDS   2942   0.70   9.94  0.030
UDS   2943   0.20  10.77  0.030
UDS   2946   0.70  10.76  0.030
UDS  29479   0.20  10.81  0.030
UDS  29489   0.90  10.64  0.030
UDS   2949   0.20  10.93  0.030
UDS    295   0.10  10.20  0.030
UDS   2952   0.20  10.76  0.176
UDS    296   0.20  10.90  0.030
UDS   2960   0.20  10.78  0.030
UDS   2962   0.30  10.73  0.030
UDS  29632   0.20  10.73  0.030
UDS   2965   0.10   9.65  0.030
UDS   2967   0.30  10.10  0.030
UDS   2975   0.10   9.83  0.030
UDS   2976   0.20  10.75  0.030
UDS   2978   0.20  10.93  0.030
UDS  29819   0.20  10.91  0.030
UDS    299   0.20  10.74  0.030
UDS   2997   0.10  10.25  0.030
UDS  29999   0.20  10.99  0.030
UDS      3   0.40  10.98  0.030
UDS    300   0.20  10.16  0.030
UDS   3000   0.10  10.87  0.030
UDS  30005   0.20  10.88  0.030
UDS   3010   0.10  10.73  0.030
UDS   3016   0.40  10.91  0.030
UDS   3019   0.50  11.14  0.944
UDS   3020   0.30  10.44  0.030
UDS   3024   0.10   9.89  0.030
UDS  30256   0.40  10.13  0.030
UDS   3031   0.20  10.27  0.030
UDS   3039   0.20  10.14  0.030
UDS    304   0.63   8.73  0.030
UDS   3040   0.20  10.75  0.030
UDS   3045   0.10  10.00  0.030
UDS   3049   0.40  10.77  0.030
UDS  30494   0.20  10.99  0.030
UDS   3050   1.00  10.23  0.030
UDS   3055   0.20  10.46  0.030
UDS  30609   0.20  10.76  0.030
UDS   3063   0.20  10.99  0.030
UDS    307   0.40  10.72  0.030
UDS  30703   0.20  10.87  0.030
UDS   3072   0.20  10.75  0.030
UDS   3074   0.20  10.21  0.030
UDS  30761   0.20  10.70  0.030
UDS  30785   0.20  10.79  0.030
UDS   3079   0.10  10.23  0.030
UDS   3092   0.20  10.67  0.030
UDS  30943   0.90  10.72  0.030
UDS  30949   0.20  10.95  0.030
UDS   3103   0.30  10.85  0.063
UDS   3104   0.60  10.66  0.030
UDS   3105   0.40  10.93  0.030
UDS   3107   0.10  10.03  0.030
UDS   3126   0.50   9.99  0.030
UDS   3131   0.40   9.10  0.030
UDS  31326   0.20  10.92  0.030
UDS  31388   0.90  10.58  0.030
UDS  31419   0.20  10.94  0.030
UDS   3148   0.20  10.77  0.030
UDS  31518   0.20  10.92  0.030
UDS  31547   0.90  10.58  0.030
UDS   3168   0.10  10.00  0.030
UDS   3171   0.10  10.81  0.030
UDS  31746   0.90  10.72  0.030
UDS   3177   0.60  10.97  0.030
UDS    318   0.20  10.71  0.030
UDS   3183   0.20  10.93  0.030
UDS   3189   0.02  10.00  0.030
UDS   3191   0.30  10.27  0.030
UDS   3194   0.30   9.76  0.030
UDS   3198   0.00  10.00  0.030
UDS  31989   0.55  10.84  0.030
UDS    320   0.40  10.18  0.030
UDS  32030   0.55  11.05  0.030
UDS   3204   0.20  10.89  0.030
UDS   3211   0.10  10.02  0.030
UDS  32161   0.20  10.93  0.030
UDS   3220   0.70  10.00  0.030
UDS  32208   0.20  10.97  0.030
UDS   3222   0.10  10.66  0.030
UDS  32232   0.20  10.25  0.030
UDS   3224   0.00   9.97  0.030
UDS   3232   0.50   9.91  0.030
UDS  32322   0.20  10.99  0.030
UDS  32380   0.90  10.58  0.030
UDS   3244   1.00   9.65  0.030
UDS  32470   0.20  10.84  0.030
UDS  32479   0.90  10.65  0.030
UDS   3260   0.20  10.80  0.030
UDS   3265   0.60  10.08  0.030
UDS   3266   0.30  11.12  0.066
UDS  32702   0.20  10.86  0.030
UDS  32707   0.20  10.61  0.030
UDS   3294   0.90  10.67  0.030
UDS   3295   0.20  10.90  0.030
UDS   3297   0.20  10.91  0.030
UDS  32989   0.90  10.64  0.030
UDS   3299   1.00  10.63  0.030
UDS     33   0.20  10.84  0.030
UDS   3301   0.80  11.58  1.047
UDS   3302   0.80  10.62  0.030
UDS  33075   0.20  10.55  0.030
UDS  33081   0.20  10.99  0.030
UDS   3316   0.20  10.77  0.030
UDS  33194   0.20  10.82  0.030
UDS   3320   0.20  10.82  0.030
UDS  33214   0.20  10.78  0.030
UDS   3324   0.30  11.19  0.084
UDS   3325   1.00  11.73  1.314
UDS  33262   0.55  10.96  0.030
UDS   3333   0.20  10.73  0.030
UDS   3336   0.20  10.38  0.030
UDS   3341   0.10  10.71  0.030
UDS   3345   0.20  10.85  0.030
UDS   3348   0.20  10.84  0.030
UDS   3351   0.20  10.88  0.030
UDS  33548   0.20  10.98  0.030
UDS   3358   0.20  10.79  0.030
UDS  33595   0.55  10.93  0.030
UDS  33619   0.20  10.88  0.030
UDS   3366   0.90  11.45  0.330
UDS   3367   0.10  10.66  0.030
UDS   3368   0.20  10.93  0.030
UDS   3371   0.80  10.61  0.030
UDS  33736   0.55  10.95  0.030
UDS   3375   0.20  10.95  0.406
UDS   3376   0.90  10.65  0.030
UDS    338   0.20  10.12  0.030
UDS    339   0.50  11.01  0.030
UDS  33920   0.20  10.74  0.030
UDS   3401   0.00  11.19  0.227
UDS   3402   0.10  10.71  0.090
UDS  34029   0.20  10.89  0.030
UDS  34046   0.20  10.90  0.030
UDS   3411   0.20  10.60  0.198
UDS   3415   0.20  10.76  0.030
UDS  34162   0.20  10.91  0.030
UDS  34250   0.90  10.70  0.030
UDS   3429   0.30  11.97  0.108
UDS   3432   0.90  10.62  0.030
UDS   3440   0.20  10.21  0.030
UDS   3443   0.20  10.72  0.030
UDS  34476   0.90  10.67  0.030
UDS   3451   0.30  10.31  0.030
UDS   3452   0.50  11.31  0.115
UDS   3453   1.00   9.87  0.030
UDS   3456   1.00  10.23  0.030
UDS   3457   0.80  10.52  0.030
UDS   3458   0.00  10.04  0.030
UDS  34621   0.20  10.88  0.030
UDS  34677   0.20  10.93  0.030
UDS   3472   1.00   9.76  0.030
UDS   3476   0.20  10.75  0.030
UDS   3479   0.20  10.63  0.030
UDS  34792   0.20  10.09  0.030
UDS    348   0.30  10.87  0.030
UDS   3482   0.20  10.26  0.115
UDS   3483   0.30  10.98  0.030
UDS   3487   0.20  10.79  0.030
UDS  34876   0.60  10.86  0.030
UDS   3488   0.50   9.94  0.030
UDS    349   0.40  10.14  0.030
UDS  34944   0.20  10.47  0.030
UDS   3497   0.20  10.90  0.030
UDS   3501   0.20  11.27  0.088
UDS   3511   0.00  10.99  0.174
UDS   3512   0.20  10.92  0.030
UDS   3513   0.70  10.12  0.030
UDS   3518   0.20  10.82  0.030
UDS   3519   0.30  11.59  0.207
UDS  35233   0.20  10.60  0.030
UDS  35250   0.55  10.94  0.030
UDS  35255   0.20  10.72  0.030
UDS   3527   0.10  10.18  0.030
UDS   3533   0.50  10.23  0.030
UDS   3547   0.16  11.33  0.079
UDS   3554   0.10  11.50  0.411
UDS   3556   0.30  10.36  0.030
UDS  35574   0.20  10.79  0.030
UDS   3558   0.40  10.13  0.030
UDS  35609   0.90  10.69  0.030
UDS  35611   0.90  10.72  0.030
UDS  35624   0.20  10.79  0.030
UDS  35628   0.60  10.78  0.030
UDS   3569   0.90  10.55  0.030
UDS    357   0.90  10.54  0.030
UDS   3575   0.20  10.79  0.030
UDS   3576   0.20  10.85  0.030
UDS   3579   0.20  10.70  0.030
UDS   3580   0.50  10.04  0.030
UDS   3583   0.10  10.23  0.030
UDS  35839   0.70  10.07  0.030
UDS  35856   0.30  10.74  0.030
UDS   3588   0.20  10.97  0.030
UDS   3589   0.20  10.94  0.030
UDS  35894   0.20  10.80  0.030
UDS  35908   0.55  10.96  0.030
UDS   3596   0.90   9.09  0.030
UDS   3599   0.10  11.13  0.111
UDS   3603   0.30  10.75  0.030
UDS   3605   0.20  10.76  0.030
UDS   3612   0.00  11.53  0.362
UDS   3640   0.00  10.68  0.086
UDS   3641   0.40  10.13  0.030
UDS   3650   0.70   9.76  0.030
UDS   3653   0.20  11.28  0.086
UDS   3654   0.50   9.38  0.030
UDS   3660   0.00   9.73  0.030
UDS   3662   0.40  10.48  0.030
UDS   3666   0.50  10.16  0.030
UDS   3672   0.16  10.88  0.030
UDS   3677   0.50   9.19  0.030
UDS    368   0.20  10.35  0.030
UDS   3682   0.90  10.65  0.030
UDS   3687   0.00  11.16  0.320
UDS   3694   0.50   9.76  0.030
UDS   3711   0.10  10.19  0.030
UDS   3719   0.00  10.94  0.152
UDS   3721   0.30   9.76  0.030
UDS   3726   0.20  10.79  0.030
UDS   3727   0.30  11.85  0.094
UDS   3729   0.00  10.97  0.197
UDS   3735   0.30  10.90  0.030
UDS   3742   0.00  10.34  0.030
UDS   3743   0.20  10.98  0.030
UDS   3746   0.60  10.96  0.030
UDS   3750   0.20  10.29  0.030
UDS   3755   0.20  10.89  0.030
UDS   3757   0.20  10.76  0.030
UDS   3758   0.20  10.31  0.030
UDS   3760   0.20  10.88  0.030
UDS   3763   0.90  10.61  0.030
UDS   3764   0.10  11.35  0.148
UDS   3768   0.10  11.15  0.271
UDS   3775   0.10  10.90  0.030
UDS   3780   0.50   9.94  0.030
UDS   3786   1.00  10.80  0.030
UDS   3794   0.20  10.42  0.030
UDS   3795   0.20  10.99  0.030
UDS     38   0.20  10.77  0.030
UDS   3805   0.20  10.39  0.030
UDS   3807   0.90  10.59  0.030
UDS   3812   0.20  10.69  0.030
UDS   3813   0.20  10.81  0.030
UDS   3827   0.30   9.87  0.030
UDS   3829   0.30   9.13  0.030
UDS   3831   0.10  10.70  0.030
UDS    385   0.90  10.54  0.030
UDS   3850   0.30   9.96  0.169
UDS   3862   0.20  10.72  0.030
UDS   3865   0.20  10.79  0.030
UDS   3867   0.20  10.28  0.030
UDS    387   0.80  10.50  0.030
UDS   3876   0.30  11.77  0.116
UDS   3879   0.20  10.88  0.030
UDS   3881   0.30  10.32  0.030
UDS   3882   0.40  10.88  0.030
UDS   3883   0.70  10.63  0.030
UDS   3884   0.30  12.20  0.450
UDS   3886   0.50   9.59  0.030
UDS   3893   0.46  10.19  0.116
UDS   3895   0.20  10.98  0.030
UDS   3898   0.20  10.82  0.030
UDS   3900   0.20  10.80  0.030
UDS   3906   0.20  10.28  0.030
UDS   3917   0.20  10.97  0.030
UDS   3925   0.20  10.32  0.030
UDS   3934   0.70  10.05  0.030
UDS   3935   0.20  10.92  0.030
UDS   3948   0.30  10.18  0.030
UDS   3955   0.10  10.19  0.030
UDS   3956   0.90   9.66  0.030
UDS   3960   0.20  10.63  0.030
UDS   3974   0.30  10.02  0.030
UDS   3977   0.00   9.95  0.030
UDS   3984   0.20  10.27  0.030
UDS   3989   0.80  10.66  0.030
UDS   3998   0.00  10.53  0.082
UDS    400   0.70  10.11  0.030
UDS   4000   0.20  10.85  0.030
UDS   4002   0.20  10.89  0.030
UDS   4005   0.00  10.31  0.060
UDS    401   0.10  10.33  0.030
UDS   4011   0.10  10.74  0.030
UDS   4017   0.20  10.92  0.030
UDS   4024   0.50  10.47  0.030
UDS   4030   0.10  10.29  0.030
UDS   4031   0.10  10.42  0.030
UDS   4032   0.00  10.26  0.030
UDS   4049   0.20  10.82  0.030
UDS   4053   0.30   9.88  0.030
UDS   4066   0.10  10.47  0.030
UDS   4067   0.40  11.66  0.323
UDS   4072   0.10  11.64  0.168
UDS   4077   0.20  10.79  0.030
UDS   4078   0.20  10.16  0.030
UDS   4080   0.40  10.30  0.030
UDS   4089   0.10  10.24  0.030
UDS   4092   0.20  10.75  0.030
UDS   4094   0.20  10.89  0.030
UDS   4096   0.40  11.98  0.624
UDS   4098   0.20  10.10  0.030
UDS    410   0.20  11.48  0.126
UDS   4101   0.30   9.37  0.030
UDS   4102   0.20  10.94  0.030
UDS   4103   0.10  10.29  0.030
UDS   4105   0.40   9.89  0.030
UDS   4107   0.10   9.73  0.030
UDS   4109   0.00   9.44  0.030
UDS   4115   0.10  11.28  0.163
UDS   4127   0.10  10.19  0.030
UDS   4136   0.70   9.27  0.030
UDS   4142   0.20  10.78  0.030
UDS   4144   0.40  11.32  0.132
UDS   4147   0.30   9.80  0.030
UDS   4148   0.20  10.81  0.030
UDS    415   0.20   9.74  0.030
UDS   4152   0.40  10.43  0.030
UDS   4156   0.20  10.39  0.030
UDS   4158   0.30  10.76  0.030
UDS   4165   0.20  11.55  0.272
UDS   4168   0.50  10.90  0.030
UDS   4176   0.20  10.83  0.030
UDS   4177   0.40  10.10  0.030
UDS   4178   0.90  10.45  0.030
UDS   4188   0.20  10.68  0.030
UDS   4189   0.20  11.30  0.107
UDS   4192   0.20  10.36  0.030
UDS     42   0.90  11.79  0.088
UDS   4201   0.10  10.24  0.030
UDS   4205   0.20  10.44  0.030
UDS   4208   0.10  11.10  0.087
UDS   4209   0.16  11.66  0.209
UDS   4210   0.30  11.79  0.030
UDS   4212   0.02   9.99  0.030
UDS   4231   0.20  11.64  0.209
UDS   4236   0.70   9.72  0.030
UDS   4239   0.20  10.76  0.030
UDS    424   1.00  11.25  0.125
UDS   4247   0.30  11.49  0.084
UDS    425   0.20  10.77  0.030
UDS   4250   0.20  10.57  0.054
UDS   4251   0.40  10.78  0.030
UDS   4253   0.20  10.94  0.030
UDS   4254   0.50  10.83  0.030
UDS   4257   0.90  10.60  0.030
UDS   4260   1.00  10.70  0.030
UDS   4264   0.00  10.40  0.131
UDS   4266   0.20  10.99  0.030
UDS   4267   0.10  10.60  0.038
UDS   4274   0.30  10.88  0.030
UDS   4276   0.30  11.23  0.206
UDS   4280   0.90  10.59  0.030
UDS   4282   0.20  10.98  0.030
UDS   4292   0.50   9.96  0.030
UDS   4295   0.20  10.65  0.030
UDS     43   0.20  10.77  0.030
UDS    430   0.20  10.87  0.030
UDS   4301   0.20  10.92  0.030
UDS   4303   0.10  10.52  0.030
UDS   4328   0.20  10.97  0.030
UDS   4329   0.70  10.03  0.030
UDS   4335   0.40  11.31  0.362
UDS   4336   0.20  10.96  0.030
UDS   4337   0.20  11.00  0.030
UDS    434   0.20  10.98  0.030
UDS   4342   0.20  10.94  0.030
UDS   4345   0.40   9.98  0.030
UDS   4347   0.00  10.26  0.030
UDS    435   0.20  11.30  0.057
UDS   4350   0.30  11.75  0.150
UDS   4354   0.20  11.30  0.100
UDS   4358   0.50  10.29  0.030
UDS   4360   0.10  10.38  0.030
UDS   4364   0.70   9.58  0.030
UDS   4368   0.10  10.16  0.030
UDS   4374   0.10  10.63  0.030
UDS   4375   0.90  10.62  0.030
UDS   4390   0.10  10.02  0.030
UDS   4393   0.00   9.97  0.030
UDS   4397   0.20  10.31  0.030
UDS     44   0.40  10.79  0.030
UDS   4402   0.20  10.18  0.030
UDS   4415   0.20  11.43  0.127
UDS    442   0.00  10.41  0.030
UDS   4427   0.20  11.73  0.210
UDS   4439   0.40  10.97  0.030
UDS   4446   0.20  10.51  0.030
UDS    445   0.00  10.24  0.030
UDS   4451   0.70  10.10  0.030
UDS   4453   0.50   9.73  0.030
UDS   4457   0.00  10.02  0.030
UDS   4463   0.10  11.39  0.030
UDS   4464   0.20  10.75  0.030
UDS   4465   0.30  11.26  0.161
UDS   4466   0.20  10.82  0.030
UDS   4469   0.20  10.79  0.030
UDS   4472   0.40  10.80  0.030
UDS   4473   0.80  10.51  0.030
UDS   4475   0.30   9.71  0.030
UDS   4476   0.10  11.25  0.075
UDS   4477   0.70   8.92  0.030
UDS   4479   0.20  10.16  0.030
UDS   4480   0.20  10.99  0.030
UDS   4481   0.10  10.64  0.030
UDS   4487   0.20  11.73  0.089
UDS   4488   0.20  10.86  0.030
UDS   4491   0.20  10.86  0.030
UDS   4494   0.10  10.36  0.030
UDS     45   0.50   9.71  0.030
UDS   4518   1.00  10.57  0.030
UDS    452   0.50  10.30  0.030
UDS   4525   0.70  10.58  0.030
UDS   4527   0.30  10.32  0.030
UDS   4536   0.02   9.99  0.030
UDS   4539   0.20  10.99  0.030
UDS   4548   0.10  10.28  0.030
UDS   4551   0.10  10.37  0.076
UDS   4552   0.20  11.43  0.094
UDS    456   0.20  11.04  0.061
UDS   4566   0.20  11.52  0.128
UDS    457   0.20  10.66  0.030
UDS   4574   0.20  10.94  0.030
UDS   4575   0.10  10.24  0.030
UDS    458   0.20  10.93  0.030
UDS   4586   0.20  10.33  0.123
UDS    459   0.40  10.84  0.030
UDS   4592   0.20  10.39  0.030
UDS   4597   0.20  10.82  0.030
UDS   4601   0.20  10.35  0.030
UDS   4608   0.20  10.28  0.030
UDS   4615   0.20  10.75  0.030
UDS   4623   0.80  10.75  0.030
UDS   4629   0.10   9.18  0.030
UDS   4634   0.20  10.17  0.030
UDS   4635   0.70   9.76  0.030
UDS   4637   0.30  10.62  0.030
UDS   4638   0.20  10.89  0.030
UDS   4646   0.20  10.94  0.030
UDS   4648   0.30  10.65  0.030
UDS   4649   0.80  10.70  0.030
UDS   4650   0.20  10.78  0.030
UDS    466   0.30  10.26  0.030
UDS   4663   0.70  10.15  0.030
UDS   4667   0.10  11.10  0.111
UDS   4668   0.20  10.93  0.030
UDS   4674   0.10  11.25  0.103
UDS   4685   0.20  10.77  0.030
UDS   4687   0.30   8.93  0.030
UDS   4702   0.10  10.51  0.030
UDS   4704   0.30  10.54  0.030
UDS   4705   0.20  10.06  0.030
UDS   4717   0.30   9.90  0.030
UDS   4725   0.10  10.68  0.030
UDS   4727   0.20  10.90  0.030
UDS   4728   0.20  10.80  0.030
UDS   4733   0.00  10.98  0.128
UDS   4738   0.50   9.96  0.030
UDS   4741   0.20  10.04  0.030
UDS   4747   0.20  10.20  0.030
UDS    475   0.20  12.15  0.030
UDS   4756   1.00  10.17  0.030
UDS   4761   0.30  10.52  0.030
UDS   4775   0.20  10.38  0.030
UDS   4782   0.20  10.31  0.030
UDS   4791   0.30  10.89  0.030
UDS   4792   0.20  10.21  0.030
UDS    480   0.30  10.52  0.030
UDS   4801   0.50   9.50  0.030
UDS   4802   0.50   9.99  0.030
UDS   4810   0.90  10.54  0.030
UDS   4811   0.10  10.28  0.030
UDS   4816   1.00  10.61  0.030
UDS   4828   0.10  10.54  0.059
UDS   4834   0.20  11.68  0.156
UDS    484   0.00  11.41  0.462
UDS   4844   0.20  10.94  0.030
UDS   4848   0.20  10.38  0.030
UDS    485   0.00  10.56  0.062
UDS   4851   0.35  10.88  0.030
UDS   4852   0.20  10.94  0.030
UDS   4853   0.20  11.41  0.142
UDS    486   0.10  10.74  0.030
UDS   4869   0.50   9.96  0.030
UDS   4876   0.20  10.13  0.030
UDS   4883   0.20  10.42  0.030
UDS   4887   1.00   9.77  0.030
UDS   4899   0.20  10.93  0.030
UDS     49   0.20  10.74  0.030
UDS    490   0.20  10.94  0.030
UDS   4913   0.10   9.97  0.030
UDS   4918   0.30   9.12  0.030
UDS   4919   0.10  10.66  0.030
UDS   4920   1.00  11.31  0.133
UDS   4921   0.50  10.01  0.030
UDS   4953   0.20  10.88  0.030
UDS    496   0.30  10.12  0.030
UDS   4967   0.20  10.61  0.030
UDS   4976   0.20  10.26  0.030
UDS   4978   0.20  10.97  0.030
UDS   4986   0.20  10.88  0.030
UDS    500   0.30  11.25  0.074
UDS   5004   0.20  10.21  0.030
UDS    501   0.30  10.91  0.030
UDS   5012   0.00  10.77  0.091
UDS   5013   0.40   9.88  0.030
UDS   5021   0.70  10.12  0.030
UDS   5026   0.90  10.64  0.030
UDS   5028   0.50   9.92  0.030
UDS   5032   0.80  10.64  0.030
UDS   5037   1.00  10.66  0.030
UDS   5042   0.10   9.91  0.030
UDS   5043   0.70  10.78  0.030
UDS   5046   0.50   9.76  0.030
UDS   5049   0.20  10.26  0.050
UDS   5052   0.20  11.31  0.091
UDS   5055   0.10  10.65  0.030
UDS   5065   0.20  10.28  0.030
UDS   5068   0.20  10.74  0.030
UDS    507   0.30  11.34  0.030
UDS   5079   0.20  10.98  0.030
UDS    508   0.28  11.13  0.098
UDS   5080   0.20  10.54  0.030
UDS   5089   0.20  10.28  0.030
UDS   5090   0.20  10.97  0.030
UDS   5092   0.00  10.84  0.147
UDS   5093   0.20  10.77  0.030
UDS   5095   0.10  11.08  0.084
UDS    510   0.10  10.63  0.030
UDS   5106   0.20  10.92  0.030
UDS    511   0.40   9.92  0.030
UDS   5125   0.40   9.91  0.030
UDS   5126   0.20  10.93  0.030
UDS   5127   0.30  11.27  0.056
UDS   5130   0.00  10.45  0.030
UDS   5132   0.30  10.59  0.030
UDS   5136   0.00  10.06  0.030
UDS   5138   0.30  10.74  0.030
UDS    514   0.50   9.94  0.030
UDS   5141   0.80  10.46  0.030
UDS   5142   0.30  10.96  0.049
UDS   5147   0.50   9.99  0.030
UDS   5151   0.60  10.40  0.156
UDS   5153   0.20  10.76  0.030
UDS   5175   0.20  10.80  0.030
UDS   5178   0.10  10.93  0.140
UDS   5179   0.20  10.78  0.030
UDS   5183   0.20  10.62  0.030
UDS   5187   0.50  11.03  0.090
UDS   5194   0.42   9.83  0.030
UDS     52   0.70  10.56  0.030
UDS    520   0.10  10.73  0.030
UDS   5203   0.10  11.15  0.194
UDS   5207   0.20  11.49  0.172
UDS   5211   0.20  10.38  0.030
UDS   5215   0.30  11.46  0.154
UDS   5216   1.00   9.86  0.030
UDS   5228   0.63  10.84  0.030
UDS   5234   0.50  10.57  0.030
UDS   5236   0.20  11.17  0.062
UDS    524   0.50   9.76  0.030
UDS   5246   0.30  10.30  0.030
UDS   5250   0.30  10.04  0.030
UDS   5251   0.20  10.79  0.030
UDS   5258   0.20  10.93  0.030
UDS   5263   0.30  10.74  0.030
UDS   5266   0.20  10.88  0.030
UDS   5270   0.20  10.88  0.030
UDS   5275   0.40  10.36  0.030
UDS   5277   0.10  10.63  0.030
UDS   5278   0.10  10.96  0.070
UDS   5285   0.20  10.89  0.030
UDS    529   0.30  10.82  0.030
UDS   5291   0.20  10.81  0.030
UDS   5292   0.20  10.47  0.030
UDS   5294   0.20  11.41  0.099
UDS   5298   0.50  10.29  0.030
UDS    530   0.20  10.78  0.030
UDS   5302   0.20  10.74  0.030
UDS   5310   0.20  10.80  0.030
UDS   5312   0.20  10.86  0.030
UDS   5316   0.00  10.99  0.144
UDS   5317   0.00   9.48  0.030
UDS   5318   0.30  10.59  0.030
UDS   5319   0.20  10.23  0.030
UDS    533   0.40  10.71  0.030
UDS   5337   0.20  10.87  0.030
UDS   5343   0.50  11.38  0.528
UDS    535   0.40  11.47  0.091
UDS   5350   0.10  10.45  0.030
UDS   5354   0.10  10.82  0.036
UDS   5358   0.10  10.21  0.030
UDS   5365   0.20  10.25  0.030
UDS   5370   0.10  10.09  0.068
UDS   5372   0.10  10.25  0.030
UDS    538   0.40   8.98  0.030
UDS   5393   0.40  10.74  0.030
UDS   5398   0.00  10.27  0.030
