field	ID	fagn_mir  lir	s24(mJy)
COS  16883   0.90  10.59  0.023
COS  16885   0.60  10.86  0.023
COS  16894   0.40   9.83  0.023
COS  16899   0.30   9.85  0.023
COS  16901   0.30  10.74  0.023
COS  16902   0.20  10.62  0.023
COS  16904   0.50   9.75  0.023
COS  16905   0.00  11.64  0.121
COS  16913   0.40   9.50  0.023
COS  16915   0.20  10.81  0.023
COS  16921   0.00  11.37  0.473
COS  16924   0.20  11.20  0.069
COS   1693   1.00   9.76  0.023
COS  16944   0.20  10.80  0.023
COS   1696   0.20  10.86  0.023
COS  16960   0.20  10.80  0.023
COS  16962   0.30  10.66  0.068
COS  16971   0.20  10.11  0.023
COS  16972   0.10  10.13  0.023
COS  16973   0.40  10.78  0.023
COS  16976   0.30  11.06  0.176
COS  16977   0.10   9.58  0.023
COS  16978   1.00   9.78  0.023
COS  16979   0.30   9.80  0.023
COS   1698   0.30   9.76  0.023
COS  16990   0.90  10.50  0.023
COS  16993   0.10   9.08  0.023
COS  16995   0.40  11.11  0.076
COS  16996   0.40   9.81  0.023
COS  16998   0.20  10.84  0.023
COS  17001   0.30   9.40  0.023
COS  17003   0.20  10.36  0.023
COS  17013   0.20  11.74  0.023
COS  17014   0.30  11.81  0.023
COS  17024   0.70   9.71  0.023
COS  17027   0.90  10.14  0.023
COS  17039   0.70   8.89  0.023
COS  17044   0.90  10.37  0.023
COS   1705   0.40   9.99  0.023
COS  17055   0.80  10.57  0.023
COS  17056   0.50  11.78  0.138
COS  17058   0.20  10.57  0.023
COS  17060   0.10  10.13  0.023
COS  17064   0.40  10.68  0.023
COS  17067   0.20  10.72  0.023
COS  17071   0.90  10.35  0.023
COS  17074   0.30  10.97  0.084
COS  17081   0.20   9.93  0.023
COS  17090   0.20   9.20  0.023
COS  17104   0.30  10.07  0.103
COS  17111   0.70   9.60  0.023
COS  17113   0.30  11.24  0.023
COS  17126   0.20  10.87  0.023
COS  17129   0.10  10.41  0.023
COS  17135   0.30  11.88  0.216
COS  17140   0.90  10.62  0.023
COS  17141   0.30  10.80  0.023
COS  17142   0.30   9.82  0.023
COS  17143   0.40  10.86  0.023
COS   1715   0.10  11.14  0.116
COS  17150   0.80  10.37  0.023
COS  17156   0.90  10.34  0.023
COS   1716   0.40   9.97  0.023
COS  17161   0.80  10.36  0.023
COS  17178   0.30  10.01  0.023
COS  17181   0.80  10.35  0.023
COS  17184   0.10  10.42  0.023
COS  17185   1.00  10.21  0.023
COS  17187   0.30  10.57  0.023
COS   1719   0.60  10.78  0.023
COS  17195   0.20  10.73  0.023
COS  17198   0.00   9.80  0.064
COS  17200   0.10  10.69  0.023
COS  17204   0.00  10.36  0.059
COS  17208   0.10   9.98  0.023
COS   1721   0.30  10.05  0.023
COS  17210   0.90  10.41  0.023
COS  17215   0.90  10.46  0.023
COS  17217   0.20  10.69  0.023
COS  17223   0.90  10.48  0.023
COS  17247   0.10  10.49  0.023
COS  17254   0.30  10.46  0.023
COS  17259   1.00  10.19  0.023
COS  17260   0.60   9.98  0.023
COS  17261   0.50   9.25  0.023
COS  17265   0.20  10.11  0.023
COS  17267   1.00  10.16  0.023
COS   1727   0.30  10.80  0.023
COS  17272   0.40  10.56  0.023
COS  17276   1.00  10.19  0.023
COS    173   0.40   9.73  0.023
COS   1730   0.20  10.38  0.023
COS  17311   0.10  10.06  0.023
COS  17319   0.20  10.26  0.023
COS   1733   0.20  10.79  0.023
COS  17330   0.70   9.22  0.023
COS  17333   0.70  10.52  0.023
COS  17339   0.30  10.02  0.023
COS  17355   0.90  10.38  0.023
COS  17364   0.90  10.39  0.023
COS  17366   0.10  11.66  0.297
COS  17374   0.10   9.16  0.023
COS  17376   0.00  10.38  0.089
COS   1738   0.20  10.08  0.023
COS  17384   0.90  10.19  0.023
COS  17385   0.10   8.80  0.023
COS  17387   0.20  10.76  0.023
COS  17388   0.70   8.84  0.023
COS   1739   0.20  11.65  0.109
COS  17391   0.50   9.16  0.023
COS  17392   0.30  10.36  0.023
COS  17395   0.20  10.77  0.023
COS  17396   0.20  10.54  0.023
COS  17399   0.20  10.14  0.023
COS  17400   0.20  11.34  0.077
COS  17403   0.20  10.43  0.023
COS  17415   0.00  11.41  0.266
COS  17425   0.90  10.23  0.023
COS  17426   0.30  10.74  0.023
COS  17431   0.10  10.67  0.079
COS  17432   0.70  11.36  0.134
COS  17433   0.20  10.32  0.023
COS  17437   0.20  10.81  0.023
COS  17438   0.20  10.67  0.023
COS  17445   0.30  11.16  0.166
COS  17446   0.20  10.07  0.023
COS  17450   0.20  10.03  0.023
COS  17451   0.90  10.47  0.023
COS  17454   0.60   9.84  0.023
COS  17459   0.60  10.85  0.023
COS  17461   0.10  10.24  0.023
COS  17463   0.00  10.78  0.060
COS  17482   0.90  10.30  0.023
COS  17483   0.40  10.49  0.057
COS  17485   0.30  10.28  0.063
COS  17488   0.20  10.89  0.023
COS  17493   0.30   9.79  0.113
COS  17498   0.20  10.70  0.023
COS  17512   0.50   9.12  0.023
COS  17514   0.40  10.88  0.023
COS   1752   0.10  11.14  0.221
COS  17524   0.20  10.67  0.092
COS  17537   0.20  10.56  0.023
COS  17545   0.20  11.12  0.059
COS  17546   0.50  11.17  0.117
COS  17547   0.30  10.63  0.023
COS   1755   0.63  10.69  0.023
COS  17551   0.20  11.28  0.082
COS  17552   0.90  10.79  0.043
COS  17554   0.20  10.96  1.039
COS  17557   0.10   9.92  0.023
COS  17562   0.70   9.48  0.023
COS  17571   0.10  10.64  0.023
COS  17578   0.10  11.20  0.425
COS  17581   0.00  11.26  0.127
COS  17590   0.80   9.07  0.023
COS  17595   0.90  10.50  0.023
COS  17597   0.10  10.02  0.120
COS  17604   0.90  10.48  0.023
COS  17615   0.20  10.61  0.023
COS  17618   0.90   9.60  0.023
COS  17620   0.20  10.81  0.023
COS  17627   1.00  10.04  0.023
COS  17637   0.20  10.62  0.023
COS  17638   0.20  10.68  0.023
COS  17648   0.40  11.00  0.023
COS  17651   0.10  10.34  0.209
COS  17652   0.70   9.38  0.023
COS  17656   0.20  10.65  0.023
COS  17660   0.00   9.87  0.023
COS  17661   0.90  10.36  0.023
COS  17665   0.20  10.88  0.023
COS  17668   0.12   9.38  0.023
COS   1767   0.40  10.83  0.023
COS  17670   0.20  11.36  0.063
COS  17674   0.20  10.87  0.023
COS  17688   0.40   9.73  0.023
COS  17691   0.30  10.82  0.064
COS  17696   0.30  11.37  0.122
COS  17698   0.20   9.93  0.023
COS  17703   0.00   9.90  0.023
COS  17704   0.20  11.68  0.349
COS  17708   1.00  10.20  0.023
COS  17710   0.90  10.58  0.023
COS  17723   0.10  10.10  0.023
COS  17729   0.90  10.38  0.023
COS  17734   0.30   9.11  0.023
COS  17739   1.00   9.99  0.023
COS  17746   0.80  10.67  0.023
COS  17749   0.10  10.63  0.023
COS  17752   0.20  10.69  0.023
COS  17758   0.90  10.54  0.023
COS  17760   0.10  11.00  0.322
COS  17764   0.50  10.60  0.193
COS  17767   0.20  10.82  0.023
COS  17768   0.80  10.49  0.023
COS   1777   0.30   9.67  0.023
COS  17770   0.20   9.30  0.081
COS   1778   0.60  10.83  0.023
COS  17782   0.30   9.50  0.035
COS  17793   0.90   9.68  0.023
COS  17799   0.90   9.65  0.023
COS  17805   0.20  10.64  0.023
COS  17810   0.40   9.09  0.023
COS  17817   0.90  12.03  0.023
COS  17818   0.20  10.85  0.023
COS   1782   0.40  10.64  0.023
COS  17820   0.56   8.87  0.023
COS  17822   0.00   9.85  0.023
COS  17823   0.90  10.42  0.023
COS  17829   0.20  10.74  0.023
COS  17831   0.30  10.73  0.138
COS  17834   0.30  11.11  0.063
COS  17840   0.80  10.51  0.023
COS  17850   0.20  10.80  0.023
COS  17852   0.50   9.77  0.023
COS  17858   0.10  10.24  0.023
COS  17861   1.00  10.46  0.023
COS  17870   0.20  10.42  0.023
COS  17873   0.64   8.51  0.023
COS  17874   0.70   9.65  0.023
COS   1788   0.80  10.30  0.023
COS  17891   0.80  10.45  0.023
COS  17893   0.20  10.01  0.023
COS  17894   0.20  10.85  0.023
COS  17899   0.10  10.62  0.023
COS    179   0.20   9.34  0.023
COS  17903   0.90  10.37  0.023
COS  17905   0.20  10.08  0.023
COS  17909   0.90  10.38  0.023
COS  17911   0.30  11.05  0.126
COS  17919   0.00  10.87  0.123
COS  17920   0.10  10.52  0.023
COS  17921   0.10  10.61  0.023
COS  17923   0.70   9.73  0.023
COS  17924   0.40  10.84  0.023
COS  17927   0.10  11.43  0.102
COS  17929   0.00   9.36  0.023
COS  17935   0.40   9.80  0.023
COS  17938   0.50   9.05  0.023
COS  17950   0.20  10.66  0.023
COS  17951   0.20  10.78  0.023
COS  17956   0.70   9.88  0.023
COS  17957   0.60  10.82  0.023
COS  17959   0.40   9.53  0.023
COS  17969   0.30  10.71  0.023
COS   1797   0.00  10.47  0.023
COS  17981   0.30  10.60  0.023
COS  17983   0.60   9.84  0.023
COS  17985   0.90  10.51  0.023
COS   1799   0.50  10.52  0.023
COS  17993   0.80  10.50  0.023
COS  18003   0.80   9.67  0.023
COS  18004   0.30   9.53  0.023
COS  18007   0.80  10.46  0.023
COS  18011   0.50  10.35  0.023
COS  18033   0.20  10.34  0.023
COS  18036   0.90  10.47  0.023
COS  18051   0.20  10.72  0.023
COS  18055   0.30  10.67  0.136
COS  18057   1.00   9.64  0.023
COS  18063   0.80  10.31  0.023
COS  18065   0.15   9.51  0.023
COS  18067   0.20  10.69  0.023
COS   1807   0.80   9.90  0.023
COS  18080   0.80  10.34  0.023
COS  18082   0.20  10.52  0.023
COS  18096   0.30  10.05  0.023
COS  18097   0.30  10.57  0.023
COS  18100   0.10   9.89  0.023
COS  18101   0.20  10.16  0.023
COS  18102   0.20  10.10  0.023
COS  18107   0.20  10.53  0.023
COS  18108   0.50   9.88  0.023
COS  18113   0.60  10.86  0.023
COS  18116   0.80  10.60  0.023
COS  18117   0.20  10.57  0.023
COS  18118   0.30   9.86  0.023
COS  18120   0.10  10.55  0.108
COS  18122   0.90  10.43  0.023
COS  18124   0.70  11.01  0.023
COS  18132   0.20   9.18  0.023
COS  18135   0.00  10.97  0.138
COS  18149   0.30   9.78  0.023
COS  18150   0.20  11.11  0.023
COS   1816   0.50  10.80  0.154
COS  18161   0.10  10.17  0.023
COS  18176   0.60   9.40  0.023
COS   1818   0.50   9.03  0.023
COS  18182   0.30  10.42  0.023
COS  18183   0.20  10.46  0.023
COS  18184   0.00  10.70  0.127
COS  18188   0.10  10.82  0.210
COS  18193   0.40  10.69  0.023
COS  18197   0.20  10.03  0.023
COS  18205   0.20  10.29  0.023
COS  18206   0.40   9.99  0.023
COS  18209   0.00   9.34  0.023
COS   1821   0.30  10.71  0.023
COS  18211   0.20  10.63  0.023
COS  18217   0.50   9.34  0.023
COS  18229   0.00   9.89  0.023
COS  18231   0.20   9.30  0.023
COS  18232   0.20  10.30  0.023
COS  18234   0.40   9.96  0.023
COS  18236   0.50  11.18  0.023
COS  18238   0.42   9.84  0.023
COS  18239   0.00  10.52  0.115
COS  18244   0.30   9.87  0.023
COS  18246   0.50   9.36  0.023
COS  18249   0.30  10.00  0.023
COS  18250   0.90  10.37  0.023
COS  18251   0.50   9.87  0.023
COS  18256   0.50  10.85  0.132
COS  18265   0.80   9.42  0.023
COS  18269   0.40  10.54  0.023
COS  18273   0.80  10.34  0.023
COS  18277   0.50  10.87  0.023
COS  18280   0.10  11.01  0.057
COS  18281   0.40  10.00  0.023
COS  18283   0.20  10.74  0.023
COS  18287   0.10  10.49  0.023
COS  18296   0.10  10.17  0.162
COS  18297   0.46   9.42  0.023
COS  18299   0.20  10.46  0.023
COS  18300   0.00  11.02  0.168
COS  18301   0.20  10.06  0.023
COS  18310   0.20  10.82  0.023
COS  18311   0.10   9.92  0.023
COS  18313   1.00   9.59  0.023
COS  18316   1.00   9.67  0.023
COS  18323   0.10  10.54  0.047
COS  18328   0.20  10.70  0.095
COS  18329   0.20  10.40  0.023
COS  18331   0.30  10.69  0.023
COS  18337   0.30  10.45  0.126
COS  18338   0.50   9.79  0.023
COS  18340   0.40  11.15  0.080
COS  18347   1.00  10.60  0.023
COS  18368   0.10  11.53  0.023
COS  18372   0.90  10.57  0.023
COS  18378   0.10  10.38  0.023
COS  18379   1.00  10.59  0.023
COS   1838   0.20  10.78  0.023
COS  18380   0.50  11.26  0.226
COS  18388   0.80   9.93  0.023
COS  18390   0.20  10.21  0.023
COS  18406   0.33  10.45  0.023
COS  18408   0.40   9.89  0.023
COS  18409   0.30  10.71  0.023
COS  18411   0.00  10.99  0.177
COS  18414   0.40  10.46  0.023
COS  18416   0.20  10.37  0.023
COS  18418   0.00   9.95  0.023
COS  18420   0.20  10.50  0.257
COS  18426   0.20  10.60  0.023
COS  18443   0.40   9.94  0.023
COS  18449   0.30  10.67  0.107
COS   1845   0.30  10.39  0.114
COS  18460   0.40  10.27  0.023
COS  18473   0.00  11.15  0.103
COS  18480   1.00  10.05  0.023
COS  18482   0.10  11.06  0.079
COS   1849   0.80  10.65  0.023
COS  18490   0.40  10.40  0.023
COS  18494   0.10  10.13  0.023
COS  18495   0.20  11.20  0.058
COS  18498   0.20  10.80  0.023
COS  18518   0.00   9.99  0.023
COS  18530   0.10  11.54  0.165
COS  18535   0.50   9.84  0.023
COS  18536   0.00  11.27  0.285
COS  18539   0.00  10.41  0.078
COS  18541   1.00  10.56  0.023
COS  18542   0.30  10.78  0.023
COS  18548   0.20  10.19  0.023
COS  18549   0.20  10.12  0.023
COS   1855   0.20  10.65  0.122
COS  18553   0.00  10.93  0.113
COS   1856   0.60  11.18  0.180
COS  18560   0.20  10.65  0.023
COS  18565   0.10  11.39  0.251
COS  18569   0.10   9.90  0.127
COS   1857   0.60   9.39  0.023
COS  18573   0.50   9.86  0.023
COS  18581   0.10   9.31  0.023
COS  18583   0.90  10.50  0.023
COS  18585   0.00   9.80  0.023
COS  18591   0.40   9.63  0.023
COS  18601   0.10  11.37  0.206
COS  18603   0.42   9.91  0.023
COS  18605   0.50   9.79  0.023
COS  18610   0.70   9.60  0.023
COS  18614   0.90   9.17  0.023
COS  18615   0.20  10.83  0.023
COS  18618   0.80  12.01  0.023
COS  18630   0.10  10.52  0.065
COS  18637   1.00  10.07  0.023
COS  18649   0.63  10.73  0.023
COS  18652   0.20  10.20  0.023
COS  18653   0.10   9.98  0.023
COS  18655   0.90  10.38  0.023
COS  18659   0.00  10.11  0.023
COS  18660   0.20  11.44  0.023
COS  18666   0.30  10.68  0.023
COS  18667   0.90  10.38  0.023
COS  18669   0.30  10.36  0.023
COS  18671   0.70   9.97  0.023
COS  18682   1.00   9.55  0.023
COS  18689   0.10  10.27  0.023
COS  18694   0.20  10.40  0.023
COS  18695   0.60  10.72  0.023
COS  18699   0.20  10.02  0.023
COS  18701   0.70  10.29  0.023
COS   1871   0.80   9.72  0.023
COS  18710   0.60   9.76  0.023
COS   1872   0.70   9.70  0.023
COS  18723   0.60  10.70  0.023
COS  18725   0.00  10.42  0.055
COS  18737   0.20   9.58  0.023
COS  18738   0.30  10.91  0.118
COS  18742   0.90  11.04  0.023
COS  18746   0.50   9.88  0.023
COS  18748   0.40   9.96  0.023
COS  18749   0.80  10.59  0.023
COS  18754   0.90  10.36  0.023
COS  18762   0.50   9.56  0.023
COS  18765   0.40   9.72  0.023
COS  18769   1.00   9.67  0.023
COS  18774   0.20  10.02  0.023
COS  18777   0.90  10.47  0.023
COS  18784   0.50   8.58  0.023
COS  18790   0.00   9.79  0.095
COS  18794   0.20  10.82  0.023
COS  18800   0.10  11.04  0.207
COS  18801   0.70  10.27  0.023
COS  18829   0.30  11.10  0.143
COS   1883   0.40  10.00  0.023
COS  18833   0.70   9.30  0.023
COS  18838   0.20  10.41  0.023
COS  18840   0.20  10.82  0.023
COS  18844   0.00  11.36  0.496
COS  18851   0.20  10.85  0.023
COS  18858   0.20  10.75  0.023
COS  18860   0.00  10.56  0.200
COS  18864   0.30   9.98  0.023
COS  18870   0.60  10.86  0.023
COS  18873   0.20  10.80  0.023
COS  18889   0.20  10.25  0.023
COS    189   0.00   9.38  0.023
COS   1890   0.22  10.52  0.023
COS  18909   0.20  12.07  0.368
COS  18910   0.00  10.34  0.023
COS  18919   0.20  10.77  0.129
COS  18925   0.20  10.87  0.023
COS  18928   0.50   9.87  0.023
COS  18939   0.20   9.96  0.023
COS  18949   0.50  10.39  0.023
COS  18952   0.20  10.63  0.023
COS  18964   0.90  10.47  0.023
COS   1897   0.50  10.27  0.296
COS  18980   0.10  10.96  0.152
COS  18982   0.02  11.04  0.121
COS  18985   0.00   9.83  0.023
COS  18987   0.30  10.73  0.023
COS  18989   0.20   9.98  0.023
COS  18991   0.20  10.81  0.023
COS  18993   0.20  10.51  0.023
COS    190   0.70  10.45  0.023
COS  19001   0.60  10.83  0.023
COS   1901   0.10  10.55  0.023
COS  19013   0.20  10.87  0.023
COS  19017   0.20  10.55  0.023
COS  19024   0.00   9.43  0.023
COS  19026   0.40  10.00  0.023
COS  19032   0.40   9.92  0.023
COS  19035   0.68   8.77  0.023
COS  19037   0.20  10.77  0.023
COS  19047   0.70   8.81  0.023
COS   1905   0.80  10.37  0.023
COS  19050   0.22  10.50  0.023
COS  19051   0.30  10.81  0.023
COS  19059   0.60  10.11  0.023
COS  19061   0.00  10.84  0.123
COS  19064   0.00  11.12  0.173
COS  19065   0.00  10.75  0.196
COS  19066   0.80  10.59  0.023
COS  19067   0.20  10.54  0.023
COS  19075   0.80  10.04  0.023
COS   1908   0.60   9.91  0.023
COS  19085   0.20  11.23  0.065
COS  19087   0.30   9.38  0.023
COS  19092   0.10  10.29  0.023
COS  19095   0.20   9.41  0.023
COS  19096   0.10   9.83  0.023
COS  19103   0.70   9.93  0.023
COS  19119   0.20  10.10  0.023
COS  19120   0.30  10.40  0.023
COS  19125   0.60   9.90  0.023
COS  19132   0.00   9.94  0.023
COS  19142   0.10  10.03  0.023
COS  19145   0.30  11.34  0.023
COS   1915   0.22  10.49  0.023
COS  19156   0.00  10.87  0.023
COS  19161   0.30   9.93  0.023
COS  19164   0.90  10.48  0.023
COS  19165   0.90  10.20  0.023
COS  19168   0.80  10.49  0.023
COS  19170   0.08  10.01  0.336
COS  19176   0.20  10.12  0.023
COS   1918   0.30  10.77  0.023
COS  19184   0.10  10.82  0.120
COS  19189   0.00  10.47  0.023
COS  19204   0.70  10.71  0.023
COS  19206   0.00  11.09  0.320
COS   1921   1.00  10.51  0.023
COS  19214   0.30   9.70  0.023
COS  19220   0.45   8.65  0.023
COS  19221   0.40  11.62  0.190
COS  19224   0.30  10.20  0.023
COS  19225   0.20  10.27  0.023
COS  19236   0.90  10.51  0.023
COS   1924   0.12   9.24  0.023
COS  19241   0.60  10.71  0.023
COS   1925   0.30  10.73  0.023
COS  19262   0.10  10.21  0.082
COS  19277   0.20  10.21  0.023
COS  19283   0.20   9.77  0.023
COS  19285   0.60   8.93  0.023
COS  19287   0.10   9.94  0.023
COS  19289   0.00  11.36  0.304
COS  19295   0.10  10.88  0.223
COS  19296   0.20  10.61  0.023
COS  19307   0.90  10.59  0.023
COS  19311   0.90  10.51  0.023
COS  19315   0.00   8.89  0.023
COS  19316   0.20  10.81  0.023
COS   1932   0.20  10.59  0.066
COS  19329   0.50   9.85  0.023
COS  19331   0.20  10.69  0.023
COS  19332   0.40  10.71  0.023
COS  19338   0.80  10.29  0.023
COS  19339   0.20  10.49  0.023
COS  19340   0.00  11.33  0.156
COS  19345   0.00  10.03  0.036
COS  19347   0.20  10.07  0.023
COS  19353   0.60  10.68  0.023
COS  19357   0.90  10.51  0.023
COS  19365   0.20  10.11  0.023
COS  19369   0.40   9.19  0.023
COS  19370   0.30  10.40  0.023
COS  19377   0.80   9.66  0.023
COS  19380   0.60  10.81  0.023
COS  19381   0.30   9.81  0.023
COS  19384   0.30   9.43  0.023
COS  19393   0.70   9.53  0.023
COS  19397   0.70   9.88  0.023
COS  19399   0.00   9.99  0.177
COS   1940   0.20   9.74  0.023
COS  19401   0.00  10.13  0.023
COS  19402   0.30  11.25  0.151
COS  19405   0.90  10.46  0.023
COS  19407   0.20  10.11  0.023
COS  19419   0.80  10.44  0.023
COS  19446   0.20  10.65  0.023
COS  19457   0.30   9.52  0.023
COS  19458   0.20  10.72  0.023
COS  19461   0.90  10.47  0.023
COS  19468   0.90  10.31  0.023
COS  19469   0.40  10.59  0.023
COS  19470   0.10  10.61  0.023
COS  19474   0.20  10.57  0.023
COS   1948   0.00  11.24  0.280
COS  19481   0.70  10.49  0.023
COS  19489   1.00  10.60  0.023
COS  19490   0.35   9.20  0.023
COS  19491   0.10  10.38  0.023
COS  19494   0.40  11.39  0.084
COS  19499   0.30  10.65  0.052
COS  19501   0.20  10.74  0.023
COS  19505   0.30  11.93  0.079
COS  19522   0.80   9.56  0.023
COS  19528   0.00   9.93  0.023
COS  19530   0.30  10.50  0.023
COS  19532   0.20  10.71  0.023
COS  19538   0.10   9.62  0.023
COS   1954   0.80  11.39  0.185
COS  19540   0.30  10.09  0.023
COS  19546   0.30  11.04  0.023
COS  19548   0.40  10.22  0.023
COS  19552   0.50  10.77  0.023
COS  19556   0.15   9.28  0.023
COS  19558   0.80   9.46  0.023
COS  19559   0.50   9.94  0.023
COS  19561   0.20  10.48  0.023
COS  19566   0.20  10.61  0.023
COS  19574   0.30  10.46  0.360
COS  19575   0.50  10.55  0.118
COS  19581   0.90  10.47  0.023
COS  19587   0.20  10.71  0.023
COS  19590   0.60   9.64  0.023
COS  19592   0.60  11.32  0.095
COS  19593   0.90   9.53  0.023
COS  19597   0.80  10.14  0.023
COS    196   0.20  10.64  0.023
COS   1960   0.20  11.66  0.275
COS  19600   0.90  10.36  0.023
COS  19607   0.50  10.86  0.272
COS   1962   0.10  10.28  0.161
COS  19622   0.33  10.45  0.023
COS  19624   0.70   9.92  0.023
COS  19626   0.30   9.75  0.023
COS  19629   0.30  10.41  0.023
COS  19636   0.00   9.92  0.023
COS  19639   0.10  10.89  0.200
COS  19645   0.20  11.63  0.144
COS   1965   0.10  10.54  0.023
COS   1966   0.00  10.47  0.023
COS  19667   0.90  10.37  0.023
COS  19670   0.30  11.55  0.453
COS  19671   0.10  10.62  0.073
COS  19674   0.20   9.29  0.023
COS  19677   0.90  10.59  0.023
COS   1968   0.50   9.90  0.023
COS  19684   0.00  10.59  0.092
COS  19685   0.40   9.76  0.023
COS  19689   0.50  10.76  0.023
COS  19690   0.20  10.81  0.023
COS  19696   0.90  10.44  0.023
COS  19697   0.10  11.40  0.126
COS  19699   0.70  10.14  0.023
COS  19701   0.20  10.73  0.023
COS  19703   0.12   9.84  0.023
COS  19716   0.30   9.89  0.023
COS  19719   0.20  10.39  0.023
COS  19720   0.70   9.81  0.023
COS   1973   0.46   9.49  0.023
COS  19737   0.30   9.92  0.023
COS  19742   0.10  10.06  0.023
COS  19748   0.50  10.66  0.214
COS  19754   0.40  11.89  0.023
COS  19755   0.20   9.93  0.023
COS  19756   0.00  10.61  0.107
COS  19767   0.50  10.70  0.023
COS  19771   0.00  11.36  0.221
COS  19782   0.10  10.79  0.102
COS  19786   0.00  10.72  0.082
COS  19787   0.30  10.03  0.160
COS  19795   0.20  10.73  0.023
COS  19801   0.10  10.28  0.037
COS  19814   0.30  10.28  0.023
COS  19821   0.46   9.29  0.023
COS  19830   0.30  11.28  0.166
COS  19838   0.30   9.09  0.023
COS  19839   0.50   9.20  0.023
COS  19841   0.80  10.54  0.023
COS  19842   0.10   9.95  0.023
COS  19848   0.50   9.54  0.023
COS  19850   0.30  10.66  0.023
COS  19855   0.00  10.87  0.074
COS  19858   0.30  10.85  0.155
COS  19866   0.00  10.46  0.023
COS  19867   0.20  10.82  0.023
COS  19872   0.20  10.83  0.023
COS  19873   0.90  11.16  0.023
COS  19880   1.00  10.60  0.023
COS  19882   0.20  10.66  0.023
COS  19886   0.20  10.63  0.023
COS  19889   0.90  10.12  0.023
COS  19891   0.10   9.97  0.023
COS  19893   0.20  10.63  0.023
COS  19896   0.20  10.81  0.023
COS  19904   0.90  10.33  0.023
COS  19907   0.15   9.38  0.023
COS  19916   0.30  10.00  0.023
COS   1992   0.10   9.95  0.023
COS  19921   0.50  10.85  0.023
COS  19922   0.30  10.73  0.023
COS  19933   0.20  10.73  0.023
COS  19935   0.40   9.26  0.023
COS  19939   0.90  10.46  0.023
COS   1995   0.90  10.42  0.023
COS  19955   0.20   9.66  0.023
COS  19968   1.00  10.21  0.023
COS  19969   0.44  10.40  0.601
COS   1997   0.30  10.48  0.023
COS  19974   0.10   9.76  0.023
COS  19979   0.90  10.19  0.023
COS  19995   0.50   9.93  0.023
COS  19998   0.10  11.15  0.023
COS     20   0.20  10.92  0.082
COS  20004   0.20  10.87  0.023
COS   2001   0.90  10.50  0.023
COS  20014   0.20  10.47  0.023
COS  20019   0.90  10.28  0.023
COS  20029   0.00   9.92  0.023
COS  20038   0.20  10.72  0.023
COS   2004   0.10   9.71  0.023
COS  20043   0.20  10.17  0.023
COS  20045   0.10  10.12  0.023
COS  20046   0.60  11.23  0.023
COS  20054   0.90  10.61  0.023
COS  20059   0.20  10.47  0.023
COS  20065   0.40   9.59  0.023
COS  20073   0.47  10.69  0.023
COS  20080   0.00  10.12  0.023
COS  20081   0.90  10.22  0.023
COS  20082   0.20  10.63  0.023
COS  20087   0.30   9.97  0.023
COS    201   0.90  10.44  0.023
COS  20100   0.10  10.70  0.052
COS  20105   0.50  10.45  0.176
COS  20111   1.00  10.52  0.023
COS  20112   0.90  10.36  0.023
COS  20116   0.50   9.88  0.023
COS   2012   0.20  10.70  0.023
COS  20127   0.50  10.23  0.023
COS  20132   0.20  10.03  0.023
COS   2014   0.40  11.30  0.107
COS  20140   0.50  10.67  0.023
COS  20153   0.40   9.90  0.023
COS   2016   0.00  11.22  0.095
COS  20160   0.40  10.01  0.023
COS   2018   0.60  10.72  0.023
COS  20183   0.80   9.68  0.023
COS   2019   0.90  10.58  0.023
COS  20195   0.50  10.80  0.023
COS  20196   0.70   9.35  0.023
COS  20197   0.30  11.26  0.168
COS  20199   0.10  10.66  0.023
COS  20205   0.70   9.80  0.023
COS  20210   0.60  11.97  0.149
COS  20214   0.30  10.37  0.023
COS  20217   0.20  10.10  0.023
COS  20232   0.90  10.57  0.023
COS  20234   0.12  10.08  0.235
COS   2024   0.50   9.97  0.023
COS  20240   0.50  10.22  0.023
COS  20242   0.30   9.62  0.023
COS  20243   0.20  11.62  0.223
COS  20248   0.10   9.27  0.023
COS  20258   0.40   9.86  0.023
COS  20260   0.90  10.38  0.023
COS  20269   0.90  10.44  0.023
COS  20270   0.50   9.90  0.023
COS  20277   0.30  10.27  0.023
COS  20285   0.08   9.89  0.023
COS  20288   0.70   9.96  0.023
COS  20295   0.70   9.41  0.023
COS  20299   0.30   8.85  0.023
COS   2030   1.00  10.06  0.023
COS  20303   0.90  10.59  0.023
COS  20305   0.50   9.89  0.023
COS  20307   0.00  10.03  0.195
COS  20311   0.30  11.23  0.092
COS  20312   0.02   9.87  0.023
COS  20322   0.20  10.90  0.122
COS  20327   0.20   9.26  0.023
COS  20328   0.70  10.23  0.023
COS  20333   0.00  10.95  0.122
COS  20335   0.30   8.62  0.023
COS  20338   0.80  10.01  0.023
COS  20339   0.90  10.39  0.023
COS   2034   0.90  10.54  0.023
COS  20341   0.90  10.41  0.023
COS  20348   0.00  11.31  0.289
COS  20349   0.00  10.56  0.111
COS  20356   0.90  10.40  0.023
COS  20358   0.20  10.75  0.023
COS   2036   0.30  10.45  0.023
COS  20360   0.90  10.37  0.023
COS  20362   0.40   9.67  0.023
COS  20378   0.20  10.81  0.023
COS  20382   0.10  10.07  0.023
COS  20383   0.10   9.95  0.023
COS  20392   0.40  10.59  0.023
