\begin{table}
\begin{tabular}{ccccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR & distance & unitless_dist \\
EGS & 25533 & 10.7089 & 0.835 & 5.28 & 0.1 & 11.06 & 0.22 & 0.0031 & 42.1341066595 & 44.6413965617 & 1.29460907546 & 42.9124621576 & 44.390577697 & -1.40838312682 & 1591.46480344 & 3.20179703828 \\
EGS & 9376 & 10.122 & 0.837 & 4.62 & 0.2 & 10.87 & 0.167 & 0.0194 & 42.7405466956 & 44.4442368546 & 1.09744936838 & 43.1180453298 & 44.6475566623 & -1.15140416152 & 1592.70704056 & 3.20213589986 \\
GDS & 15787 & 9.99 & 0.837 & 4.62 & 0.2 & 10.98 & 0.157 & 0.0194 & 42.8505466956 & 44.5542368546 & 1.20744936838 & 43.1553353298 & 44.6941691623 & -1.10479166152 & 1592.70704056 & 3.20213589986 \\
EGS & 25380 & 10.6571 & 0.837 & 4.62 & 0.1 & 11.37 & 0.208 & 0.0031 & 42.4441066595 & 44.9513965617 & 1.60460907546 & 43.0175521576 & 44.521940197 & -1.27702062682 & 1592.70704056 & 3.20213589986 \\
COS & 15095 & 10.279 & 0.837 & 4.62 & 0.1 & 11.44 & 0.567 & 0.0031 & 42.5141066595 & 45.0213965617 & 1.67460907546 & 43.0412821576 & 44.551602697 & -1.24735812682 & 1592.70704056 & 3.20213589986 \\
GDS & 24716 & 9.85 & 0.837 & 3.5 & 0.4 & 12.24 & 0.604 & 0.0916 & 44.7846404394 & 45.7810220912 & 2.43423460501 & 43.8109931089 & 45.5137413862 & -0.285219437611 & 1592.70704056 & 3.20213589986 \\
GDS & 18585 & 9.48 & 0.8372 & 3.96 & 0.2 & 10.47 & 0.048 & 0.0194 & 42.3405466956 & 44.0442368546 & 0.697449368377 & 42.9824453298 & 44.4780566623 & -1.32090416152 & 1592.83092501 & 3.20216967898 \\
COS & 29094 & 9.87123 & 0.838 & 10.56 & 0.1 & 11.27 & 0.335 & 0.0031 & 42.3441066595 & 44.8513965617 & 1.50460907546 & 42.9836521576 & 44.479565197 & -1.31939562682 & 1593.3258472 & 3.20230460139 \\
COS & 18328 & 9.39661 & 0.838 & 5.28 & 0.2 & 10.7 & 0.095 & 0.0194 & 42.5705466956 & 44.2742368546 & 0.927449368377 & 43.0604153298 & 44.5755191623 & -1.22344166152 & 1593.3258472 & 3.20230460139 \\
GDS & 20585 & 9.46 & 0.839 & 5.28 & 0.3 & 11.54 & 0.225 & 0.0489 & 43.8120538248 & 45.1009711474 & 1.75418366114 & 43.4812862466 & 45.1016078083 & -0.697353015524 & 1593.94311667 & 3.20247281859 \\
COS & 8334 & 10.3955 & 0.84 & 4.62 & 0.2 & 11.07 & 0.292 & 0.0194 & 42.9405466956 & 44.6442368546 & 1.29744936838 & 43.1858453298 & 44.7323066623 & -1.06665416152 & 1594.55885205 & 3.20264055284 \\
COS & 26176 & 9.85977 & 0.84 & 3.96 & 0.1 & 10.56 & 0.139 & 0.0031 & 41.6341066595 & 44.1413965617 & 0.794609075465 & 42.7429621576 & 44.178702697 & -1.62025812682 & 1594.55885205 & 3.20264055284 \\
EGS & 24915 & 10.5761 & 0.842 & 4.62 & 0.3 & 11.17 & 0.229 & 0.0489 & 43.4420538248 & 44.7309711474 & 1.38418366114 & 43.3558562466 & 44.9448203083 & -0.854140515524 & 1595.78573279 & 3.20297457792 \\
COS & 12795 & 10.7404 & 0.844 & 4.62 & 0.2 & 11.05 & 0.308 & 0.0194 & 42.9205466956 & 44.6242368546 & 1.27744936838 & 43.1790653298 & 44.7238316623 & -1.07512916152 & 1597.00651388 & 3.20330668754 \\
UDS & 20767 & 9.64933485871 & 0.844 & 4.6199999 & 0.3 & 10.38 & 0.055 & 0.0489 & 42.6520538248 & 43.9409711474 & 0.594183661141 & 43.0880462466 & 44.6100578083 & -1.18890301552 & 1597.00651388 & 3.20330668754 \\
COS & 26883 & 9.85455 & 0.847 & 4.62 & 0.1 & 10.81 & 0.137 & 0.0031 & 41.8841066595 & 44.3913965617 & 1.04460907546 & 42.8277121576 & 44.284640197 & -1.51432062682 & 1598.82630194 & 3.20380128413 \\
EGS & 661 & 10.3198 & 0.847 & 4.62 & 0.2 & 11.48 & 0.343 & 0.0194 & 43.3505466956 & 45.0542368546 & 1.70744936838 & 43.3248353298 & 44.9060441623 & -0.892916661519 & 1598.82630194 & 3.20380128413 \\
GDS & 26213 & 9.36 & 0.8479 & 3.96 & 0.1 & 10.79 & 0.036 & 0.0031 & 41.8641066595 & 44.3713965617 & 1.02460907546 & 42.8209321576 & 44.276165197 & -1.52279562682 & 1599.36958506 & 3.20394883285 \\
EGS & 29222 & 9.74662 & 0.849 & 4.62 & 0.1 & 10.45 & 0.052 & 0.0031 & 41.5241066595 & 44.0313965617 & 0.684609075465 & 42.7056721576 & 44.132090197 & -1.66687062682 & 1600.03194026 & 3.20412865224 \\
EGS & 25616 & 9.63496 & 0.85 & 3.96 & 0.1 & 10.49 & 0.052 & 0.0031 & 41.5641066595 & 44.0713965617 & 0.724609075465 & 42.7192321576 & 44.149040197 & -1.64992062682 & 1600.63250235 & 3.20429163141 \\
UDS & 7290 & 10.0530784435 & 0.8524 & 4.6199999 & 0.1 & 10.73 & 0.098 & 0.0031 & 41.8041066595 & 44.3113965617 & 0.964609075465 & 42.8005921576 & 44.250740197 & -1.54822062682 & 1602.06773419 & 3.20468087377 \\
COS & 27475 & 10.7209 & 0.853 & 4.62 & 0.1 & 11.22 & 0.27 & 0.0031 & 42.2941066595 & 44.8013965617 & 1.45460907546 & 42.9667021576 & 44.458377697 & -1.34058312682 & 1602.42519636 & 3.20477776514 \\
UDS & 5178 & 10.2455126678 & 0.853 & 3.96 & 0.1 & 10.93 & 0.14 & 0.0031 & 42.0041066595 & 44.5113965617 & 1.16460907546 & 42.8683921576 & 44.335490197 & -1.46347062682 & 1602.42519636 & 3.20477776514 \\
COS & 11083 & 9.87632 & 0.855 & 4.62 & 0.3 & 10.84 & 0.071 & 0.0489 & 43.1120538248 & 44.4009711474 & 1.05418366114 & 43.2439862466 & 44.8049828083 & -0.993978015524 & 1603.61286203 & 3.20509953092 \\
COS & 20680 & 10.6748 & 0.8558 & 5.28 & 0.3 & 10.84 & 0.269 & 0.0489 & 43.1120538248 & 44.4009711474 & 1.05418366114 & 43.2439862466 & 44.8049828083 & -0.993978015524 & 1604.08626288 & 3.20522771961 \\
COS & 25299 & 9.8572 & 0.856 & 5.28 & 0.1 & 10.37 & 0.044 & 0.0031 & 41.4441066595 & 43.9513965617 & 0.604609075465 & 42.6785521576 & 44.098190197 & -1.70077062682 & 1604.20446469 & 3.2052597207 \\
COS & 25201 & 10.7667 & 0.856 & 5.28 & 0.3 & 11.34 & 0.599 & 0.0489 & 43.6120538248 & 44.9009711474 & 1.55418366114 & 43.4134862466 & 45.0168578083 & -0.782103015524 & 1604.20446469 & 3.2052597207 \\
EGS & 23817 & 9.74603 & 0.858 & 5.28 & 0.2 & 10.82 & 0.11 & 0.0194 & 42.6905466956 & 44.3942368546 & 1.04744936838 & 43.1010953298 & 44.6263691623 & -1.17259166152 & 1605.38322449 & 3.20557872049 \\
GDS & 18233 & 8.8 & 0.858 & 6.6 & 0.1 & 10.05 & 0.018 & 0.0031 & 41.1241066595 & 43.6313965617 & 0.284609075465 & 42.5700721576 & 43.962590197 & -1.83637062682 & 1605.38322449 & 3.20557872049 \\
COS & 16745 & 8.35148 & 0.859 & 5.28 & 0.4 & 10.83 & 0.089 & 0.0916 & 43.3746404394 & 44.3710220912 & 1.02423460501 & 43.3330031089 & 44.9162538862 & -0.882706937611 & 1605.97038754 & 3.20573753307 \\
COS & 18565 & 10.5162 & 0.8599 & 4.62 & 0.1 & 11.39 & 0.251 & 0.0031 & 42.4641066595 & 44.9713965617 & 1.62460907546 & 43.0243321576 & 44.530415197 & -1.26854562682 & 1606.49757395 & 3.20588007404 \\
COS & 9636 & 10.117 & 0.86 & 5.28 & 0.1 & 10.4 & 0.08 & 0.0031 & 41.4741066595 & 43.9813965617 & 0.634609075465 & 42.6887221576 & 44.110902697 & -1.68805812682 & 1606.55607661 & 3.20589588914 \\
UDS & 18183 & 9.81557774832 & 0.86 & 5.2800002 & 0.2 & 10.82 & 0.109 & 0.0194 & 42.6905466956 & 44.3942368546 & 1.04744936838 & 43.1010953298 & 44.6263691623 & -1.17259166152 & 1606.55607661 & 3.20589588914 \\
COS & 5724 & 9.88923 & 0.86 & 5.28 & 0.1 & 10.52 & 0.062 & 0.0031 & 41.5941066595 & 44.1013965617 & 0.754609075465 & 42.7294021576 & 44.161752697 & -1.63720812682 & 1606.55607661 & 3.20589588914 \\
COS & 3955 & 10.8771 & 0.86 & 4.62 & 0.2 & 11.13 & 0.658 & 0.0194 & 43.0005466956 & 44.7042368546 & 1.35744936838 & 43.2061853298 & 44.7577316623 & -1.04122916152 & 1606.55607661 & 3.20589588914 \\
COS & 19801 & 9.71706 & 0.861 & 5.28 & 0.1 & 10.28 & 0.037 & 0.0031 & 41.3541066595 & 43.8613965617 & 0.514609075465 & 42.6480421576 & 44.060052697 & -1.73890812682 & 1607.14029464 & 3.20605378997 \\
COS & 12263 & 8.96081 & 0.8611 & 8.58 & 1.0 & 10.5 & 0.091 & 0.625 & 43.878624983 & 43.6567762334 & 0.309988747194 & 43.5038538692 & 45.1298173366 & -0.669143487228 & 1607.19863565 & 3.20606955507 \\
COS & 27036 & 9.88356 & 0.862 & 3.5 & 0.2 & 10.51 & 0.089 & 0.0194 & 42.3805466956 & 44.0842368546 & 0.737449368377 & 42.9960053298 & 44.4950066623 & -1.30395416152 & 1607.72304457 & 3.20621123684 \\
COS & 25737 & 10.5934 & 0.863 & 4.62 & 0.2 & 11.18 & 0.371 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 & 1608.30432933 & 3.20636823101 \\
GDS & 23028 & 9.4 & 0.863 & 3.96 & 0.1 & 10.19 & 0.028 & 0.0031 & 41.2641066595 & 43.7713965617 & 0.424609075465 & 42.6175321576 & 44.021915197 & -1.77704562682 & 1608.30432933 & 3.20636823101 \\
EGS & 2936 & 9.6241 & 0.864 & 3.96 & 0.1 & 10.42 & 0.043 & 0.0031 & 41.4941066595 & 44.0013965617 & 0.654609075465 & 42.6955021576 & 44.119377697 & -1.67958312682 & 1608.88415182 & 3.20652477372 \\
UDS & 3402 & 9.96378782735 & 0.865 & 5.2800002 & 0.1 & 10.71 & 0.09 & 0.0031 & 41.7841066595 & 44.2913965617 & 0.944609075465 & 42.7938121576 & 44.242265197 & -1.55669562682 & 1609.46251497 & 3.20668086625 \\
UDS & 19757 & 10.5538830266 & 0.865 & 4.6199999 & 0.1 & 11.19 & 0.231 & 0.0031 & 42.2641066595 & 44.7713965617 & 1.42460907546 & 42.9565321576 & 44.445665197 & -1.35329562682 & 1609.46251497 & 3.20668086625 \\
COS & 5765 & 10.8424 & 0.867 & 4.62 & 0.2 & 11.16 & 0.383 & 0.0194 & 43.0305466956 & 44.7342368546 & 1.38744936838 & 43.2163553298 & 44.7704441623 & -1.02851666152 & 1610.61487485 & 3.20699170571 \\
COS & 13861 & 9.7439 & 0.868 & 4.62 & 0.2 & 10.51 & 0.069 & 0.0194 & 42.3805466956 & 44.0842368546 & 0.737449368377 & 42.9960053298 & 44.4950066623 & -1.30395416152 & 1611.18887738 & 3.20714645513 \\
COS & 21671 & 9.04978 & 0.868 & 4.62 & 0.2 & 10.7 & 0.091 & 0.0194 & 42.5705466956 & 44.2742368546 & 0.927449368377 & 43.0604153298 & 44.5755191623 & -1.22344166152 & 1611.18887738 & 3.20714645513 \\
UDS & 26819 & 9.40823996531 & 0.868 & 4.6199999 & 0.4 & 10.62 & 0.097 & 0.0916 & 43.1646404394 & 44.1610220912 & 0.814234605014 & 43.2618131089 & 44.8272663862 & -0.971694437611 & 1611.18887738 & 3.20714645513 \\
COS & 6735 & 9.82912 & 0.869 & 4.62 & 0.1 & 10.58 & 0.065 & 0.0031 & 41.6541066595 & 44.1613965617 & 0.814609075465 & 42.7497421576 & 44.187177697 & -1.61178312682 & 1611.76143216 & 3.20730075933 \\
COS & 13533 & 9.56104 & 0.869 & 5.28 & 0.3 & 10.44 & 0.068 & 0.0489 & 42.7120538248 & 44.0009711474 & 0.654183661141 & 43.1083862466 & 44.6354828083 & -1.16347801552 & 1611.76143216 & 3.20730075933 \\
COS & 26548 & 10.5859 & 0.87 & 5.28 & 0.3 & 11.25 & 0.283 & 0.0489 & 43.5220538248 & 44.8109711474 & 1.46418366114 & 43.3829762466 & 44.9787203083 & -0.820240515524 & 1612.33254205 & 3.20745461953 \\
COS & 2496 & 10.5455 & 0.87 & 4.62 & 0.3 & 11.02 & 0.233 & 0.0489 & 43.2920538248 & 44.5809711474 & 1.23418366114 & 43.3050062466 & 44.8812578083 & -0.917703015524 & 1612.33254205 & 3.20745461953 \\
COS & 4545 & 9.78847 & 0.87 & 5.28 & 0.1 & 10.63 & 0.073 & 0.0031 & 41.7041066595 & 44.2113965617 & 0.864609075465 & 42.7666921576 & 44.208365197 & -1.59059562682 & 1612.33254205 & 3.20745461953 \\
COS & 13225 & 10.8552 & 0.87 & 4.62 & 0.2 & 11.43 & 0.447 & 0.0194 & 43.3005466956 & 45.0042368546 & 1.65744936838 & 43.3078853298 & 44.8848566623 & -0.914104161519 & 1612.33254205 & 3.20745461953 \\
COS & 23191 & 9.87954 & 0.87 & 5.28 & 0.2 & 10.77 & 0.094 & 0.0194 & 42.6405466956 & 44.3442368546 & 0.997449368377 & 43.0841453298 & 44.6051816623 & -1.19377916152 & 1612.33254205 & 3.20745461953 \\
COS & 8715 & 9.91151 & 0.87 & 6.6 & 0.1 & 10.61 & 0.072 & 0.0031 & 41.6841066595 & 44.1913965617 & 0.844609075465 & 42.7599121576 & 44.199890197 & -1.59907062682 & 1612.33254205 & 3.20745461953 \\
COS & 3580 & 10.6561 & 0.87 & 4.62 & 0.3 & 11.15 & 0.231 & 0.0489 & 43.4220538248 & 44.7109711474 & 1.36418366114 & 43.3490762466 & 44.9363453083 & -0.862615515524 & 1612.33254205 & 3.20745461953 \\
COS & 17524 & 9.76017 & 0.871 & 4.62 & 0.2 & 10.67 & 0.092 & 0.0194 & 42.5405466956 & 44.2442368546 & 0.897449368377 & 43.0502453298 & 44.5628066623 & -1.23615416152 & 1612.90220996 & 3.20760803697 \\
COS & 1272 & 11.1981 & 0.873 & 4.62 & 0.3 & 10.85 & 0.183 & 0.0489 & 43.1220538248 & 44.4109711474 & 1.06418366114 & 43.2473762466 & 44.8092203083 & -0.989740515524 & 1614.03723124 & 3.20791354844 \\
COS & 19858 & 9.63328 & 0.874 & 5.94 & 0.3 & 10.85 & 0.155 & 0.0489 & 43.1220538248 & 44.4109711474 & 1.06418366114 & 43.2473762466 & 44.8092203083 & -0.989740515524 & 1614.60259034 & 3.2080656449 \\
UDS & 10558 & 9.8859263398 & 0.8746 & 5.2800002 & 0.3 & 11.2 & 0.132 & 0.0489 & 43.4720538248 & 44.7609711474 & 1.41418366114 & 43.3660262466 & 44.9575328083 & -0.841428015524 & 1614.94111895 & 3.2081566925 \\
EGS & 23959 & 9.58863 & 0.875 & 4.62 & 0.1 & 10.74 & 0.042 & 0.0031 & 41.8141066595 & 44.3213965617 & 0.974609075465 & 42.8039821576 & 44.254977697 & -1.54398312682 & 1615.16651888 & 3.20821730345 \\
COS & 27471 & 9.86754 & 0.876 & 4.62 & 0.1 & 11.28 & 0.268 & 0.0031 & 42.3541066595 & 44.8613965617 & 1.51460907546 & 42.9870421576 & 44.483802697 & -1.31515812682 & 1615.72901972 & 3.20836852531 \\
COS & 19782 & 10.0942 & 0.877 & 5.28 & 0.1 & 10.79 & 0.102 & 0.0031 & 41.8641066595 & 44.3713965617 & 1.02460907546 & 42.8209321576 & 44.276165197 & -1.52279562682 & 1616.29009568 & 3.20851931166 \\
COS & 17911 & 11.0667 & 0.877 & 4.62 & 0.3 & 11.05 & 0.126 & 0.0489 & 43.3220538248 & 44.6109711474 & 1.26418366114 & 43.3151762466 & 44.8939703083 & -0.904990515524 & 1616.29009568 & 3.20851931166 \\
EGS & 8724 & 9.84465 & 0.877 & 4.62 & 0.1 & 10.8 & 0.102 & 0.0031 & 41.8741066595 & 44.3813965617 & 1.03460907546 & 42.8243221576 & 44.280402697 & -1.51855812682 & 1616.29009568 & 3.20851931166 \\
GDS & 18661 & 10.07 & 0.877 & 4.62 & 0.06 & 10.46 & 0.04 & 0.000276 & 40.4836540478 & 44.0426250839 & 0.695837597645 & 42.3529587222 & 43.6911984027 & -2.10776242105 & 1616.29009568 & 3.20851931166 \\
COS & 28126 & 8.81569 & 0.878 & 5.94 & 0.2 & 10.27 & 0.034 & 0.0194 & 42.1405466956 & 43.8442368546 & 0.497449368377 & 42.9146453298 & 44.3933066623 & -1.40565416152 & 1616.8497496 & 3.20866966372 \\
UDS & 6332 & 9.78247262417 & 0.879 & 4.6199999 & 0.1 & 10.83 & 0.115 & 0.0031 & 41.9041066595 & 44.4113965617 & 1.06460907546 & 42.8344921576 & 44.293115197 & -1.50584562682 & 1617.40798431 & 3.20881958267 \\
EGS & 26698 & 9.28291 & 0.879 & 3.96 & 0.4 & 10.31 & 0.047 & 0.0916 & 42.8546404394 & 43.8510220912 & 0.504234605014 & 43.1567231089 & 44.6959038862 & -1.10305693761 & 1617.40798431 & 3.20881958267 \\
COS & 18256 & 10.0274 & 0.879 & 5.28 & 0.5 & 10.85 & 0.132 & 0.1475 & 43.601536986 & 44.3634393534 & 1.01665186713 & 43.4099210383 & 45.0124012978 & -0.786559525969 & 1617.40798431 & 3.20881958267 \\
COS & 26340 & 10.2749 & 0.88 & 5.28 & 0.3 & 10.61 & 0.18 & 0.0489 & 42.8820538248 & 44.1709711474 & 0.824183661141 & 43.1660162466 & 44.7075203083 & -1.09144051552 & 1617.96480262 & 3.20896906969 \\
COS & 28749 & 9.76257 & 0.88 & 3.96 & 0.1 & 10.79 & 0.096 & 0.0031 & 41.8641066595 & 44.3713965617 & 1.02460907546 & 42.8209321576 & 44.276165197 & -1.52279562682 & 1617.96480262 & 3.20896906969 \\
COS & 27693 & 9.5667 & 0.88 & 3.96 & 0.3 & 10.53 & 0.076 & 0.0489 & 42.8020538248 & 44.0909711474 & 0.744183661141 & 43.1388962466 & 44.6736203083 & -1.12534051552 & 1617.96480262 & 3.20896906969 \\
COS & 22226 & 8.47683 & 0.8803 & 7.26 & 0.7 & 10.86 & 0.096 & 0.2989 & 43.9182708807 & 44.2885249328 & 0.941737446579 & 43.5172938286 & 45.1466172857 & -0.652343538079 & 1618.13157234 & 3.20901383175 \\
COS & 18449 & 9.86012 & 0.881 & 4.62 & 0.3 & 10.67 & 0.107 & 0.0489 & 42.9420538248 & 44.2309711474 & 0.884183661141 & 43.1863562466 & 44.7329453083 & -1.06601551552 & 1618.52020736 & 3.20911812598 \\
EGS & 23458 & 10.0766 & 0.881 & 4.62 & 0.1 & 11.32 & 0.245 & 0.0031 & 42.3941066595 & 44.9013965617 & 1.55460907546 & 43.0006021576 & 44.500752697 & -1.29820812682 & 1618.52020736 & 3.20911812598 \\
COS & 15340 & 10.7066 & 0.881 & 4.62 & 0.3 & 11.52 & 0.387 & 0.0489 & 43.7920538248 & 45.0809711474 & 1.73418366114 & 43.4745062466 & 45.0931328083 & -0.705828015524 & 1618.52020736 & 3.20911812598 \\
UDS & 14366 & 10.4969296481 & 0.882 & 5.2800002 & 0.3 & 10.92 & 0.261 & 0.0489 & 43.1920538248 & 44.4809711474 & 1.13418366114 & 43.2711062466 & 44.8388828083 & -0.960078015524 & 1619.07420133 & 3.2092667527 \\
COS & 7510 & 10.102 & 0.882 & 4.62 & 0.2 & 10.83 & 0.166 & 0.0194 & 42.7005466956 & 44.4042368546 & 1.05744936838 & 43.1044853298 & 44.6306066623 & -1.16835416152 & 1619.07420133 & 3.2092667527 \\
COS & 19184 & 9.78131 & 0.882 & 4.62 & 0.1 & 10.82 & 0.12 & 0.0031 & 41.8941066595 & 44.4013965617 & 1.05460907546 & 42.8311021576 & 44.288877697 & -1.51008312682 & 1619.07420133 & 3.2092667527 \\
COS & 12677 & 10.7121 & 0.882 & 5.28 & 0.2 & 11.24 & 0.401 & 0.0194 & 43.1105466956 & 44.8142368546 & 1.46744936838 & 43.2434753298 & 44.8043441623 & -0.994616661519 & 1619.07420133 & 3.2092667527 \\
COS & 18919 & 10.168 & 0.883 & 4.62 & 0.2 & 10.77 & 0.129 & 0.0194 & 42.6405466956 & 44.3442368546 & 0.997449368377 & 43.0841453298 & 44.6051816623 & -1.19377916152 & 1619.62678733 & 3.20941495104 \\
COS & 23586 & 9.97717 & 0.883 & 4.62 & 0.2 & 11.05 & 0.204 & 0.0194 & 42.9205466956 & 44.6242368546 & 1.27744936838 & 43.1790653298 & 44.7238316623 & -1.07512916152 & 1619.62678733 & 3.20941495104 \\
EGS & 26936 & 9.48625 & 0.883 & 3.96 & 0.2 & 10.57 & 0.059 & 0.0194 & 42.4405466956 & 44.1442368546 & 0.797449368377 & 43.0163453298 & 44.5204316623 & -1.27852916152 & 1619.62678733 & 3.20941495104 \\
EGS & 28919 & 10.9547 & 0.8839 & 4.62 & 0.2 & 11.22 & 0.474 & 0.0194 & 43.0905466956 & 44.7942368546 & 1.44744936838 & 43.2366953298 & 44.7958691623 & -1.00309166152 & 1620.12291324 & 3.20954796424 \\
COS & 24913 & 9.87695 & 0.884 & 4.62 & 0.3 & 10.59 & 0.089 & 0.0489 & 42.8620538248 & 44.1509711474 & 0.804183661141 & 43.1592362466 & 44.6990453083 & -1.09991551552 & 1620.17796817 & 3.20956272216 \\
COS & 18980 & 10.3247 & 0.884 & 4.62 & 0.1 & 10.96 & 0.152 & 0.0031 & 42.0341066595 & 44.5413965617 & 1.19460907546 & 42.8785621576 & 44.348202697 & -1.45075812682 & 1620.17796817 & 3.20956272216 \\
UDS & 22405 & 9.43616264704 & 0.885 & 4.6199999 & 0.1 & 10.61 & 0.076 & 0.0031 & 41.6841066595 & 44.1913965617 & 0.844609075465 & 42.7599121576 & 44.199890197 & -1.59907062682 & 1620.72774662 & 3.20971006724 \\
UDS & 8163 & 10.3521825181 & 0.885 & 4.6199999 & 0.2 & 11.11 & 0.218 & 0.0194 & 42.9805466956 & 44.6842368546 & 1.33744936838 & 43.1994053298 & 44.7492566623 & -1.04970416152 & 1620.72774662 & 3.20971006724 \\
COS & 17831 & 11.1126 & 0.885 & 4.62 & 0.3 & 10.73 & 0.138 & 0.0489 & 43.0020538248 & 44.2909711474 & 0.944183661141 & 43.2066962466 & 44.7583703083 & -1.04059051552 & 1620.72774662 & 3.20971006724 \\
COS & 2891 & 9.61625 & 0.886 & 3.5 & 0.7 & 10.75 & 0.156 & 0.2989 & 43.8082708807 & 44.1785249328 & 0.831737446579 & 43.4800038286 & 45.1000047857 & -0.69895603808 & 1621.27612548 & 3.20985698743 \\
UDS & 12530 & 9.60638136511 & 0.887 & 4.6199999 & 0.1 & 10.94 & 0.111 & 0.0031 & 42.0141066595 & 44.5213965617 & 1.17460907546 & 42.8717821576 & 44.339727697 & -1.45923312682 & 1621.82310753 & 3.2100034839 \\
EGS & 26924 & 10.4082 & 0.888 & 4.62 & 0.1 & 10.9 & 0.139 & 0.0031 & 41.9741066595 & 44.4813965617 & 1.13460907546 & 42.8582221576 & 44.322777697 & -1.47618312682 & 1622.36869553 & 3.21014955779 \\
COS & 26446 & 9.73897 & 0.8885 & 4.62 & 0.1 & 10.54 & 0.061 & 0.0031 & 41.6141066595 & 44.1213965617 & 0.774609075465 & 42.7361821576 & 44.170227697 & -1.62873312682 & 1622.64096763 & 3.21022243663 \\
COS & 16199 & 11.1446 & 0.889 & 4.62 & 0.1 & 11.64 & 0.562 & 0.0031 & 42.7141066595 & 45.2213965617 & 1.87460907546 & 43.1090821576 & 44.636352697 & -1.16260812682 & 1622.91289225 & 3.21029521026 \\
COS & 13782 & 9.23862 & 0.89 & 3.96 & 0.4 & 10.54 & 0.048 & 0.0916 & 43.0846404394 & 44.0810220912 & 0.734234605014 & 43.2346931089 & 44.7933663862 & -1.00559443761 & 1623.45570046 & 3.21044044245 \\
COS & 28514 & 10.2123 & 0.89 & 4.62 & 0.3 & 10.4 & 0.123 & 0.0489 & 42.6720538248 & 43.9609711474 & 0.614183661141 & 43.0948262466 & 44.6185328083 & -1.18042801552 & 1623.45570046 & 3.21044044245 \\
COS & 20322 & 10.6216 & 0.89 & 3.5 & 0.2 & 10.9 & 0.122 & 0.0194 & 42.7705466956 & 44.4742368546 & 1.12744936838 & 43.1282153298 & 44.6602691623 & -1.13869166152 & 1623.45570046 & 3.21044044245 \\
COS & 19499 & 9.71477 & 0.89 & 3.96 & 0.3 & 10.65 & 0.052 & 0.0489 & 42.9220538248 & 44.2109711474 & 0.864183661141 & 43.1795762466 & 44.7244703083 & -1.07449051552 & 1623.45570046 & 3.21044044245 \\
UDS & 15541 & 10.0606978404 & 0.891 & 5.2800002 & 0.1 & 10.65 & 0.081 & 0.0031 & 41.7241066595 & 44.2313965617 & 0.884609075465 & 42.7734721576 & 44.216840197 & -1.58212062682 & 1623.99712291 & 3.21058525551 \\
UDS & 955 & 9.84757265914 & 0.892 & 5.2800002 & 0.1 & 11.03 & 0.154 & 0.0031 & 42.1041066595 & 44.6113965617 & 1.26460907546 & 42.9022921576 & 44.377865197 & -1.42109562682 & 1624.53716235 & 3.21072965057 \\
UDS & 25681 & 10.5198279938 & 0.894 & 4.6199999 & 0.1 & 11.26 & 0.244 & 0.0031 & 42.3341066595 & 44.8413965617 & 1.49460907546 & 42.9802621576 & 44.475327697 & -1.32363312682 & 1625.61310316 & 3.21101719122 \\
GDS & 17165 & 9.77 & 0.895 & 3.5 & 0.1 & 10.71 & 0.117 & 0.0031 & 41.7841066595 & 44.2913965617 & 0.944609075465 & 42.7938121576 & 44.242265197 & -1.55669562682 & 1626.14901 & 3.21116033908 \\
COS & 20691 & 10.0805 & 0.895 & 4.62 & 0.5 & 11.34 & 0.276 & 0.1475 & 44.091536986 & 44.8534393534 & 1.50665186713 & 43.5760310383 & 45.2200387978 & -0.578922025969 & 1626.14901 & 3.21116033908 \\
COS & 1110 & 9.62488 & 0.896 & 4.62 & 0.1 & 10.12 & 0.024 & 0.0031 & 41.1941066595 & 43.7013965617 & 0.354609075465 & 42.5938021576 & 43.992252697 & -1.80670812682 & 1626.68354477 & 3.21130307345 \\
EGS & 15079 & 9.91951 & 0.897 & 4.62 & 0.2 & 10.68 & 0.141 & 0.0194 & 42.5505466956 & 44.2542368546 & 0.907449368377 & 43.0536353298 & 44.5670441623 & -1.23191666152 & 1627.21671018 & 3.21144539545 \\
COS & 27359 & 10.5761 & 0.897 & 4.62 & 0.3 & 10.67 & 0.198 & 0.0489 & 42.9420538248 & 44.2309711474 & 0.884183661141 & 43.1863562466 & 44.7329453083 & -1.06601551552 & 1627.21671018 & 3.21144539545 \\
COS & 27787 & 9.68893 & 0.897 & 5.28 & 0.3 & 10.61 & 0.081 & 0.0489 & 42.8820538248 & 44.1709711474 & 0.824183661141 & 43.1660162466 & 44.7075203083 & -1.09144051552 & 1627.21671018 & 3.21144539545 \\
COS & 8990 & 9.47346 & 0.897 & 4.62 & 0.4 & 10.71 & 0.071 & 0.0916 & 43.2546404394 & 44.2510220912 & 0.904234605014 & 43.2923231089 & 44.8654038862 & -0.933556937611 & 1627.21671018 & 3.21144539545 \\
