\begin{table}
\begin{tabular}{cccccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR & sSFR & dist_MS & dist_MS_lin \\
EGS & 23612 & 10.2797 & 0.962 & 5.28 & 0.3 & 11.06 & 0.102 & 0.0489 & 43.3320538248 & 44.6209711474 & 1.27418366114 & 43.3185662466 & 44.8982078083 & -0.900753015524 & -9.00551633886 & -10.3936850626 & -10.0557089654 \\
EGS & 30526 & 10.1946 & 0.962 & 4.62 & 0.3 & 10.96 & 0.146 & 0.0489 & 43.2320538248 & 44.5209711474 & 1.17418366114 & 43.2846662466 & 44.8558328083 & -0.943128015524 & -9.02041633886 & -10.4085850626 & -10.0706089654 \\
EGS & 14975 & 9.883 & 0.963 & 5.94 & 0.3 & 10.81 & 0.13 & 0.0489 & 43.0820538248 & 44.3709711474 & 1.02418366114 & 43.2338162466 & 44.7922703083 & -1.00669051552 & -8.85881633886 & -10.2469850626 & -9.90900896543 \\
EGS & 6857 & 9.9434 & 0.967 & 5.28 & 0.1 & 11.27 & 0.048 & 0.0031 & 42.3441066595 & 44.8513965617 & 1.50460907546 & 42.9836521576 & 44.479565197 & -1.31939562682 & -8.43879092454 & -9.82695964829 & -9.48898355111 \\
EGS & 1290 & 10.0414 & 0.9687 & 3.5 & 0.1 & 11.23 & 0.088 & 0.0031 & 42.3041066595 & 44.8113965617 & 1.46460907546 & 42.9700921576 & 44.462615197 & -1.33634562682 & -8.57679092454 & -9.96495964829 & -9.62698355111 \\
EGS & 29234 & 10.0859 & 0.97 & 4.62 & 0.1 & 10.67 & 0.089 & 0.0031 & 41.7441066595 & 44.2513965617 & 0.904609075465 & 42.7802521576 & 44.225315197 & -1.57364562682 & -9.18129092454 & -10.5694596483 & -10.2314835511 \\
EGS & 3025 & 10.2645 & 0.97 & 3.5 & 0.1 & 10.68 & 0.067 & 0.0031 & 41.7541066595 & 44.2613965617 & 0.914609075465 & 42.7836421576 & 44.229552697 & -1.56940812682 & -9.34989092453 & -10.7380596483 & -10.4000835511 \\
EGS & 872 & 10.013 & 0.973 & 5.28 & 0.3 & 10.97 & 0.051 & 0.0489 & 43.2420538248 & 44.5309711474 & 1.18418366114 & 43.2880562466 & 44.8600703083 & -0.938890515524 & -8.82881633886 & -10.2169850626 & -9.87900896543 \\
EGS & 12010 & 10.0031 & 0.975 & 3.96 & 0.1 & 11.17 & 0.077 & 0.0031 & 42.2441066595 & 44.7513965617 & 1.40460907546 & 42.9497521576 & 44.437190197 & -1.36177062682 & -8.59849092454 & -9.98665964829 & -9.64868355111 \\
EGS & 28074 & 9.54908 & 0.978 & 5.28 & 0.1 & 10.58 & 0.035 & 0.0031 & 41.6541066595 & 44.1613965617 & 0.814609075465 & 42.7497421576 & 44.187177697 & -1.61178312682 & -8.73447092453 & -10.1226396483 & -9.78466355111 \\
