\begin{table}
\begin{tabular}{cccccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR & sSFR & dist_MS & dist_MS_lin \\
GDS & 10679 & 9.52 & 1.094 & 5.94 & 0.1 & 10.52 & 0.04 & 0.0031 & 41.5941066595 & 44.1013965617 & 0.754609075465 & 42.7294021576 & 44.161752697 & -1.63720812682 & -8.76539092453 & -10.5340074194 & -10.3137221616 \\
GDS & 16435 & 10.54 & 1.094 & 3.5 & 0.1 & 11.43 & 0.118 & 0.0031 & 42.5041066595 & 45.0113965617 & 1.66460907546 & 43.0378921576 & 44.547365197 & -1.25159562682 & -8.87539092454 & -10.6440074194 & -10.4237221616 \\
GDS & 13097 & 10.23 & 1.097 & 3.96 & 0.1 & 10.99 & 0.111 & 0.0031 & 42.0641066595 & 44.5713965617 & 1.22460907546 & 42.8887321576 & 44.360915197 & -1.43804562682 & -9.00539092454 & -10.7740074194 & -10.5537221616 \\
GDS & 19136 & 9.83 & 1.098 & 5.28 & 0.1 & 10.49 & 0.041 & 0.0031 & 41.5641066595 & 44.0713965617 & 0.724609075465 & 42.7192321576 & 44.149040197 & -1.64992062682 & -9.10539092453 & -10.8740074194 & -10.6537221616 \\
GDS & 14246 & 10.02 & 1.098 & 4.62 & 0.1 & 11.01 & 0.103 & 0.0031 & 42.0841066595 & 44.5913965617 & 1.24460907546 & 42.8955121576 & 44.369390197 & -1.42957062682 & -8.77539092454 & -10.5440074194 & -10.3237221616 \\
GDS & 18268 & 10.24 & 1.099 & 5.28 & 0.1 & 10.93 & 0.101 & 0.0031 & 42.0041066595 & 44.5113965617 & 1.16460907546 & 42.8683921576 & 44.335490197 & -1.46347062682 & -9.07539092454 & -10.8440074194 & -10.6237221616 \\
GDS & 21354 & 10.1 & 1.102 & 5.28 & 0.1 & 10.68 & 0.059 & 0.0031 & 41.7541066595 & 44.2613965617 & 0.914609075465 & 42.7836421576 & 44.229552697 & -1.56940812682 & -9.18539092453 & -10.9540074194 & -10.7337221616 \\
GDS & 18123 & 9.96 & 1.104 & 4.62 & 0.1 & 10.63 & 0.051 & 0.0031 & 41.7041066595 & 44.2113965617 & 0.864609075465 & 42.7666921576 & 44.208365197 & -1.59059562682 & -9.09539092454 & -10.8640074194 & -10.6437221616 \\
GDS & 1404 & 9.47 & 1.1043 & 4.62 & 0.1 & 10.5 & 0.038 & 0.0031 & 41.5741066595 & 44.0813965617 & 0.734609075465 & 42.7226221576 & 44.153277697 & -1.64568312682 & -8.73539092454 & -10.5040074194 & -10.2837221616 \\
GDS & 2674 & 9.97 & 1.107 & 4.62 & 0.1 & 11.37 & 0.202 & 0.0031 & 42.4441066595 & 44.9513965617 & 1.60460907546 & 43.0175521576 & 44.521940197 & -1.27702062682 & -8.36539092454 & -10.1340074194 & -9.91372216157 \\
GDS & 16865 & 10.23 & 1.109 & 4.62 & 0.1 & 11.08 & 0.12 & 0.0031 & 42.1541066595 & 44.6613965617 & 1.31460907546 & 42.9192421576 & 44.399052697 & -1.39990812682 & -8.91539092454 & -10.6840074194 & -10.4637221616 \\
GDS & 19820 & 10.0 & 1.109 & 5.28 & 0.1 & 11.15 & 0.116 & 0.0031 & 42.2241066595 & 44.7313965617 & 1.38460907546 & 42.9429721576 & 44.428715197 & -1.37024562682 & -8.61539092454 & -10.3840074194 & -10.1637221616 \\
GDS & 26398 & 10.01 & 1.111 & 5.94 & 0.1 & 11.03 & 0.117 & 0.0031 & 42.1041066595 & 44.6113965617 & 1.26460907546 & 42.9022921576 & 44.377865197 & -1.42109562682 & -8.74539092454 & -10.5140074194 & -10.2937221616 \\
GDS & 24026 & 10.19 & 1.112 & 4.62 & 0.1 & 11.16 & 0.195 & 0.0031 & 42.2341066595 & 44.7413965617 & 1.39460907546 & 42.9463621576 & 44.432952697 & -1.36600812682 & -8.79539092454 & -10.5640074194 & -10.3437221616 \\
GDS & 14875 & 9.85 & 1.124 & 6.6 & 0.2 & 11.52 & 0.182 & 0.0194 & 43.3905466956 & 45.0942368546 & 1.74744936838 & 43.3383953298 & 44.9229941623 & -0.875966661519 & -8.10255063162 & -9.87116712645 & -9.65088186865 \\
GDS & 22995 & 10.21 & 1.128 & 3.96 & 0.1 & 10.66 & 0.05 & 0.0031 & 41.7341066595 & 44.2413965617 & 0.894609075465 & 42.7768621576 & 44.221077697 & -1.57788312682 & -9.31539092454 & -11.0840074194 & -10.8637221616 \\
GDS & 26164 & 10.29 & 1.139 & 5.94 & 0.1 & 10.87 & 0.09 & 0.0031 & 41.9441066595 & 44.4513965617 & 1.10460907546 & 42.8480521576 & 44.310065197 & -1.48889562682 & -9.18539092454 & -10.9540074194 & -10.7337221616 \\
GDS & 23361 & 10.12 & 1.139 & 5.28 & 0.1 & 11.02 & 0.06 & 0.0031 & 42.0941066595 & 44.6013965617 & 1.25460907546 & 42.8989021576 & 44.373627697 & -1.42533312682 & -8.86539092454 & -10.6340074194 & -10.4137221616 \\
GDS & 13942 & 10.42 & 1.168 & 5.28 & 0.3 & 11.44 & 0.364 & 0.0489 & 43.7120538248 & 45.0009711474 & 1.65418366114 & 43.4473862466 & 45.0592328083 & -0.739728015524 & -8.76581633886 & -10.5344328337 & -10.3141475759 \\
GDS & 2444 & 9.64 & 1.169 & 3.96 & 0.1 & 10.71 & 0.046 & 0.0031 & 41.7841066595 & 44.2913965617 & 0.944609075465 & 42.7938121576 & 44.242265197 & -1.55669562682 & -8.69539092454 & -10.4640074194 & -10.2437221616 \\
GDS & 11516 & 9.94 & 1.173 & 4.62 & 0.1 & 10.53 & 0.039 & 0.0031 & 41.6041066595 & 44.1113965617 & 0.764609075465 & 42.7327921576 & 44.165990197 & -1.63297062682 & -9.17539092453 & -10.9440074194 & -10.7237221616 \\
GDS & 18243 & 10.7 & 1.189 & 4.62 & 0.1 & 11.29 & 0.207 & 0.0031 & 42.3641066595 & 44.8713965617 & 1.52460907546 & 42.9904321576 & 44.488040197 & -1.31092062682 & -9.17539092454 & -10.9440074194 & -10.7237221616 \\
GDS & 21321 & 9.62 & 1.193 & 4.62 & 0.1 & 10.35 & 0.021 & 0.0031 & 41.4241066595 & 43.9313965617 & 0.584609075465 & 42.6717721576 & 44.089715197 & -1.70924562682 & -9.03539092453 & -10.8040074194 & -10.5837221616 \\
GDS & 17297 & 9.24 & 1.197 & 4.62 & 0.3 & 10.62 & 0.033 & 0.0489 & 42.8920538248 & 44.1809711474 & 0.834183661141 & 43.1694062466 & 44.7117578083 & -1.08720301552 & -8.40581633886 & -10.1744328337 & -9.95414757589 \\
GDS & 12551 & 9.94 & 1.198 & 3.96 & 0.1 & 10.98 & 0.045 & 0.0031 & 42.0541066595 & 44.5613965617 & 1.21460907546 & 42.8853421576 & 44.356677697 & -1.44228312682 & -8.72539092454 & -10.4940074194 & -10.2737221616 \\
GDS & 19138 & 10.32 & 1.202 & 4.62 & 0.1 & 11.37 & 0.11 & 0.0031 & 42.4441066595 & 44.9513965617 & 1.60460907546 & 43.0175521576 & 44.521940197 & -1.27702062682 & -8.71539092454 & -10.4840074194 & -10.2637221616 \\
GDS & 10000 & 10.19 & 1.212 & 5.28 & 0.3 & 11.49 & 0.088 & 0.0489 & 43.7620538248 & 45.0509711474 & 1.70418366114 & 43.4643362466 & 45.0804203083 & -0.718540515524 & -8.48581633886 & -10.2544328337 & -10.0341475759 \\
