\begin{table}
\begin{tabular}{cccccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR & sSFR & dist_MS & dist_MS_lin \\
EGS & 18761 & 9.8709 & 1.505 & 4.62 & 0.2 & 11.23 & 0.059 & 0.0194 & 43.1005466956 & 44.8042368546 & 1.45744936838 & 43.2400853298 & 44.8001066623 & -0.998854161519 & -8.41345063162 & -9.80161935537 & -9.46364325819 \\
COS & 24799 & 10.3121 & 1.506 & 4.62 & 0.2 & 11.2 & 0.158 & 0.0194 & 43.0705466956 & 44.7742368546 & 1.42744936838 & 43.2299153298 & 44.7873941623 & -1.01156666152 & -8.88465063162 & -10.2728193554 & -9.93484325819 \\
EGS & 28814 & 10.1742 & 1.507 & 4.62 & 0.16 & 11.58 & 0.127 & 0.011296 & 43.2156696494 & 45.1578112569 & 1.81102377065 & 43.2791120111 & 44.8488900139 & -0.950070809856 & -8.36317622935 & -9.7513449531 & -9.41336885592 \\
UDS & 19126 & 10.7007037171 & 1.507 & 4.6199999 & 0.2 & 11.92 & 0.253 & 0.0194 & 43.7905466956 & 45.4942368546 & 2.14744936838 & 43.4739953298 & 45.0924941623 & -0.706466661519 & -8.55325434872 & -9.94142307247 & -9.60344697529 \\
EGS & 7349 & 9.91982 & 1.509 & 5.28 & 0.2 & 11.02 & 0.037 & 0.0194 & 42.8905466956 & 44.5942368546 & 1.24744936838 & 43.1688953298 & 44.7111191623 & -1.08784166152 & -8.67237063162 & -10.0605393554 & -9.72256325819 \\
EGS & 19689 & 9.9799 & 1.509 & 5.94 & 0.2 & 10.79 & 0.032 & 0.0194 & 42.6605466956 & 44.3642368546 & 1.01744936838 & 43.0909253298 & 44.6136566623 & -1.18530416152 & -8.96245063162 & -10.3506193554 & -10.0126432582 \\
GDS & 17157 & 10.01 & 1.509 & 5.28 & 0.2 & 10.84 & 0.027 & 0.0194 & 42.7105466956 & 44.4142368546 & 1.06744936838 & 43.1078753298 & 44.6348441623 & -1.16411666152 & -8.94255063162 & -10.3307193554 & -9.99274325819 \\
EGS & 21505 & 10.0763 & 1.51 & 4.62 & 0.2 & 11.54 & 0.055 & 0.0194 & 43.4105466956 & 45.1142368546 & 1.76744936838 & 43.3451753298 & 44.9314691623 & -0.867491661519 & -8.30885063162 & -9.69701935537 & -9.35904325819 \\
COS & 6489 & 9.992 & 1.51 & 5.28 & 0.2 & 11.55 & 0.121 & 0.0194 & 43.4205466956 & 45.1242368546 & 1.77744936838 & 43.3485653298 & 44.9357066623 & -0.863254161519 & -8.21455063162 & -9.60271935537 & -9.26474325819 \\
GDS & 24884 & 10.04 & 1.51 & 4.62 & 0.2 & 11.39 & 0.063 & 0.0194 & 43.2605466956 & 44.9642368546 & 1.61744936838 & 43.2943253298 & 44.8679066623 & -0.931054161519 & -8.42255063162 & -9.81071935537 & -9.47274325819 \\
EGS & 4581 & 10.6497 & 1.51 & 5.28 & 0.1 & 11.87 & 0.354 & 0.0031 & 42.9441066595 & 45.4513965617 & 2.10460907546 & 43.1870521576 & 44.733815197 & -1.06514562682 & -8.54509092454 & -9.93325964829 & -9.59528355111 \\
GDS & 23179 & 10.09 & 1.51 & 4.62 & 0.3 & 11.06 & 0.061 & 0.0489 & 43.3320538248 & 44.6209711474 & 1.27418366114 & 43.3185662466 & 44.8982078083 & -0.900753015524 & -8.81581633886 & -10.2039850626 & -9.86600896543 \\
GDS & 25425 & 10.44 & 1.511 & 5.28 & 0.2 & 11.61 & 0.149 & 0.0194 & 43.4805466956 & 45.1842368546 & 1.83744936838 & 43.3689053298 & 44.9611316623 & -0.837829161519 & -8.60255063162 & -9.99071935537 & -9.65274325819 \\
UDS & 19029 & 9.69635638873 & 1.512 & 4.6199999 & 0.8 & 10.77 & 0.06 & 0.3944 & 43.948681872 & 44.1349308322 & 0.788143345959 & 43.5276031546 & 45.1595039432 & -0.639456880546 & -8.90821304277 & -10.2963817665 & -9.95840566934 \\
UDS & 12561 & 10.8662873391 & 1.514 & 5.2800002 & 0.1 & 10.99 & 0.065 & 0.0031 & 42.0641066595 & 44.5713965617 & 1.22460907546 & 42.8887321576 & 44.360915197 & -1.43804562682 & -9.64167826364 & -11.0298469874 & -10.6918708902 \\
GDS & 18638 & 10.25 & 1.514 & 5.94 & 0.2 & 11.45 & 0.155 & 0.0194 & 43.3205466956 & 45.0242368546 & 1.67744936838 & 43.3146653298 & 44.8933316623 & -0.905629161519 & -8.57255063162 & -9.96071935537 & -9.62274325819 \\
COS & 22234 & 10.3799 & 1.514 & 3.96 & 0.2 & 11.14 & 0.069 & 0.0194 & 43.0105466956 & 44.7142368546 & 1.36744936838 & 43.2095753298 & 44.7619691623 & -1.03699166152 & -9.01245063162 & -10.4006193554 & -10.0626432582 \\
EGS & 30012 & 10.6047 & 1.515 & 3.5 & 0.2 & 11.39 & 0.236 & 0.0194 & 43.2605466956 & 44.9642368546 & 1.61744936838 & 43.2943253298 & 44.8679066623 & -0.931054161519 & -8.98725063162 & -10.3754193554 & -10.0374432582 \\
EGS & 12292 & 9.98 & 1.515 & 5.28 & 0.1 & 11.59 & 0.133 & 0.0031 & 42.6641066595 & 45.1713965617 & 1.82460907546 & 43.0921321576 & 44.615165197 & -1.18379562682 & -8.15539092454 & -9.54355964829 & -9.20558355111 \\
COS & 25853 & 10.0387 & 1.518 & 5.28 & 0.2 & 11.42 & 0.094 & 0.0194 & 43.2905466956 & 44.9942368546 & 1.64744936838 & 43.3044953298 & 44.8806191623 & -0.918341661519 & -8.39125063162 & -9.77941935537 & -9.44144325819 \\
UDS & 11276 & 10.3502480183 & 1.519 & 4.6199999 & 0.4 & 11.37 & 0.096 & 0.0916 & 43.9146404394 & 44.9110220912 & 1.56423460501 & 43.5160631089 & 45.1450788862 & -0.653881937611 & -8.78601341329 & -10.174182137 & -9.83620603986 \\
EGS & 11501 & 9.92702 & 1.519 & 5.28 & 0.3 & 11.59 & 0.107 & 0.0489 & 43.8620538248 & 45.1509711474 & 1.80418366114 & 43.4982362466 & 45.1227953083 & -0.676165515524 & -8.12283633886 & -9.51100506261 & -9.17302896543 \\
COS & 23300 & 10.6155 & 1.52 & 5.28 & 0.2 & 11.67 & 0.153 & 0.0194 & 43.5405466956 & 45.2442368546 & 1.89744936838 & 43.3892453298 & 44.9865566623 & -0.812404161519 & -8.71805063162 & -10.1062193554 & -9.76824325819 \\
EGS & 15667 & 10.7548 & 1.52 & 5.28 & 0.2 & 11.71 & 0.201 & 0.0194 & 43.5805466956 & 45.2842368546 & 1.93744936838 & 43.4028053298 & 45.0035066623 & -0.795454161519 & -8.81735063162 & -10.2055193554 & -9.86754325819 \\
COS & 24477 & 10.3216 & 1.52 & 5.94 & 0.2 & 11.56 & 0.215 & 0.0194 & 43.4305466956 & 45.1342368546 & 1.78744936838 & 43.3519553298 & 44.9399441623 & -0.859016661519 & -8.53415063162 & -9.92231935537 & -9.58434325819 \\
COS & 4783 & 9.77253 & 1.521 & 4.62 & 0.6 & 11.34 & 0.077 & 0.2166 & 44.258403418 & 44.8167285329 & 1.46994104668 & 43.6325987587 & 45.2907484484 & -0.50821237542 & -8.30258895332 & -9.69075767707 & -9.35278157989 \\
UDS & 18123 & 10.1583624921 & 1.521 & 5.2800002 & 0.2 & 11.25 & 0.084 & 0.0194 & 43.1205466956 & 44.8242368546 & 1.47744936838 & 43.2468653298 & 44.8085816623 & -0.990379161519 & -8.68091312372 & -10.0690818475 & -9.73110575029 \\
UDS & 10581 & 10.875639937 & 1.521 & 5.9400001 & 0.3 & 11.74 & 0.273 & 0.0489 & 44.0120538248 & 45.3009711474 & 1.95418366114 & 43.5490862466 & 45.1863578083 & -0.612603015524 & -8.92145627586 & -10.3096249996 & -9.97164890243 \\
EGS & 9749 & 10.6467 & 1.522 & 5.28 & 0.2 & 11.4 & 0.126 & 0.0194 & 43.2705466956 & 44.9742368546 & 1.62744936838 & 43.2977153298 & 44.8721441623 & -0.926816661519 & -9.01925063162 & -10.4074193554 & -10.0694432582 \\
EGS & 19611 & 10.3522 & 1.522 & 4.62 & 0.3 & 11.76 & 0.036 & 0.0489 & 44.0320538248 & 45.3209711474 & 1.97418366114 & 43.5558662466 & 45.1948328083 & -0.604128015524 & -8.37801633886 & -9.76618506261 & -9.42820896543 \\
GDS & 25635 & 10.19 & 1.5225 & 4.62 & 0.2 & 11.11 & 0.064 & 0.0194 & 42.9805466956 & 44.6842368546 & 1.33744936838 & 43.1994053298 & 44.7492566623 & -1.04970416152 & -8.85255063162 & -10.2407193554 & -9.90274325819 \\
UDS & 21413 & 9.6294095991 & 1.523 & 4.6199999 & 0.2 & 11.17 & 0.052 & 0.0194 & 43.0405466956 & 44.7442368546 & 1.39744936838 & 43.2197453298 & 44.7746816623 & -1.02427916152 & -8.23196023072 & -9.62012895447 & -9.28215285729 \\
COS & 10749 & 10.0864 & 1.5233 & 3.96 & 0.2 & 11.31 & 0.072 & 0.0194 & 43.1805466956 & 44.8842368546 & 1.53744936838 & 43.2672053298 & 44.8340066623 & -0.964954161519 & -8.54895063162 & -9.93711935537 & -9.59914325819 \\
EGS & 30144 & 10.0374 & 1.524 & 5.94 & 1.0 & 11.79 & 0.444 & 0.625 & 45.168624983 & 44.9467762334 & 1.59998874719 & 43.9411638692 & 45.6764548366 & -0.122505987228 & -8.43741125281 & -9.82557997656 & -9.48760387938 \\
UDS & 8754 & 10.9169800473 & 1.525 & 5.2800002 & 0.1 & 11.76 & 0.233 & 0.0031 & 42.8341066595 & 45.3413965617 & 1.99460907546 & 43.1497621576 & 44.687202697 & -1.11175812682 & -8.92237097184 & -10.3105396956 & -9.97256359841 \\
GDS & 25992 & 10.45 & 1.525 & 10.56 & 0.5 & 12.1 & 0.205 & 0.1475 & 44.851536986 & 45.6134393534 & 2.26665186713 & 43.8336710383 & 45.5420887978 & -0.256872025969 & -8.18334813287 & -9.57151685662 & -9.23354075944 \\
EGS & 19429 & 9.83781 & 1.525 & 4.62 & 0.2 & 11.38 & 0.06 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 & -8.23036063162 & -9.61852935537 & -9.28055325819 \\
UDS & 11459 & 10.0128372247 & 1.526 & 5.9400001 & 0.16 & 11.54 & 0.12 & 0.011296 & 43.1756696494 & 45.1178112569 & 1.77102377065 & 43.2655520111 & 44.8319400139 & -0.967020809856 & -8.24181345405 & -9.6299821778 & -9.29200608062 \\
UDS & 3324 & 10.2405492483 & 1.527 & 5.9400001 & 0.3 & 11.19 & 0.084 & 0.0489 & 43.4620538248 & 44.7509711474 & 1.40418366114 & 43.3626362466 & 44.9532953083 & -0.845665515524 & -8.83636558716 & -10.2245343109 & -9.88655821373 \\
COS & 26659 & 10.2584 & 1.527 & 5.94 & 0.2 & 11.37 & 0.085 & 0.0194 & 43.2405466956 & 44.9442368546 & 1.59744936838 & 43.2875453298 & 44.8594316623 & -0.939529161519 & -8.66095063162 & -10.0491193554 & -9.71114325819 \\
UDS & 2304 & 10.2810333672 & 1.527 & 3.96 & 0.4 & 11.19 & 0.069 & 0.0916 & 43.7346404394 & 44.7310220912 & 1.38423460501 & 43.4550431089 & 45.0688038862 & -0.730156937611 & -8.89679876219 & -10.2849674859 & -9.94699138876 \\
UDS & 21783 & 10.4502491083 & 1.5271 & 3.96 & 0.1 & 11.75 & 0.39 & 0.0031 & 42.8241066595 & 45.3313965617 & 1.98460907546 & 43.1463721576 & 44.682965197 & -1.11599562682 & -8.46564003284 & -9.85380875659 & -9.51583265941 \\
UDS & 17904 & 10.3222192947 & 1.529 & 5.2800002 & 0.3 & 11.48 & 0.157 & 0.0489 & 43.7520538248 & 45.0409711474 & 1.69418366114 & 43.4609462466 & 45.0761828083 & -0.722778015524 & -8.62803563356 & -10.0162043573 & -9.67822826013 \\
EGS & 12874 & 10.8667 & 1.5293 & 5.28 & 0.3 & 11.95 & 0.373 & 0.0489 & 44.2220538248 & 45.5109711474 & 2.16418366114 & 43.6202762466 & 45.2753453083 & -0.523615515524 & -8.70251633886 & -10.0906850626 & -9.75270896543 \\
EGS & 22406 & 10.1063 & 1.53 & 5.28 & 0.2 & 11.3 & 0.07 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 & -8.57885063162 & -9.96701935537 & -9.62904325819 \\
UDS & 23567 & 10.3117538611 & 1.53 & 5.2800002 & 0.3 & 11.32 & 0.084 & 0.0489 & 43.5920538248 & 44.8809711474 & 1.53418366114 & 43.4067062466 & 45.0083828083 & -0.790578015524 & -8.77757019996 & -10.1657389237 & -9.82776282653 \\
EGS & 26056 & 10.6669 & 1.5302 & 3.96 & 0.2 & 11.57 & 0.176 & 0.0194 & 43.4405466956 & 45.1442368546 & 1.79744936838 & 43.3553453298 & 44.9441816623 & -0.854779161519 & -8.86945063162 & -10.2576193554 & -9.91964325819 \\
EGS & 18197 & 10.9424 & 1.531 & 5.28 & 0.4 & 11.59 & 0.253 & 0.0916 & 44.1346404394 & 45.1310220912 & 1.78423460501 & 43.5906431089 & 45.2383038862 & -0.560656937611 & -9.15816539499 & -10.5463341187 & -10.2083580216 \\
COS & 9772 & 10.2629 & 1.532 & 5.94 & 0.2 & 11.63 & 0.142 & 0.0194 & 43.5005466956 & 45.2042368546 & 1.85744936838 & 43.3756853298 & 44.9696066623 & -0.829354161519 & -8.40545063162 & -9.79361935537 & -9.45564325819 \\
EGS & 12082 & 10.1835 & 1.532 & 4.62 & 0.2 & 12.0 & 0.337 & 0.0194 & 43.8705466956 & 45.5742368546 & 2.22744936838 & 43.5011153298 & 45.1263941623 & -0.672566661519 & -7.95605063162 & -9.34421935537 & -9.00624325819 \\
COS & 6413 & 10.5481 & 1.532 & 4.62 & 0.16 & 11.77 & 0.208 & 0.011296 & 43.4056696494 & 45.3478112569 & 2.00102377065 & 43.3435220111 & 44.9294025139 & -0.869558309856 & -8.54707622935 & -9.9352449531 & -9.59726885592 \\
UDS & 7402 & 8.64443858947 & 1.532 & 5.2800002 & 1.0 & 11.23 & 0.109 & 0.625 & 44.608624983 & 44.3867762334 & 1.03998874719 & 43.7513238692 & 45.4391548366 & -0.359805987228 & -7.60444984228 & -8.99261856603 & -8.65464246885 \\
EGS & 23259 & 10.2312 & 1.533 & 5.28 & 0.2 & 11.22 & 0.163 & 0.0194 & 43.0905466956 & 44.7942368546 & 1.44744936838 & 43.2366953298 & 44.7958691623 & -1.00309166152 & -8.78375063162 & -10.1719193554 & -9.83394325819 \\
EGS & 12274 & 10.773 & 1.534 & 5.28 & 0.4 & 11.5 & 0.228 & 0.0916 & 44.0446404394 & 45.0410220912 & 1.69423460501 & 43.5601331089 & 45.2001663862 & -0.598794437611 & -9.07876539499 & -10.4669341187 & -10.1289580216 \\
EGS & 11334 & 11.0688 & 1.535 & 5.28 & 0.2 & 11.64 & 0.252 & 0.0194 & 43.5105466956 & 45.2142368546 & 1.86744936838 & 43.3790753298 & 44.9738441623 & -0.825116661519 & -9.20135063162 & -10.5895193554 & -10.2515432582 \\
UDS & 9623 & 10.6263403674 & 1.535 & 3.5 & 0.2 & 11.38 & 0.113 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 & -9.01889099902 & -10.4070597228 & -10.0690836256 \\
UDS & 13328 & 10.2095150145 & 1.535 & 5.2800002 & 0.3 & 11.16 & 0.077 & 0.0489 & 43.4320538248 & 44.7209711474 & 1.37418366114 & 43.3524662466 & 44.9405828083 & -0.858378015524 & -8.83533135336 & -10.2235000771 & -9.88552397993 \\
UDS & 9081 & 10.3654879849 & 1.536 & 4.6199999 & 0.3 & 11.03 & 0.057 & 0.0489 & 43.3020538248 & 44.5909711474 & 1.24418366114 & 43.3083962466 & 44.8854953083 & -0.913465515524 & -9.12130432376 & -10.5094730475 & -10.1714969503 \\
COS & 25711 & 10.3459 & 1.538 & 5.28 & 0.3 & 11.35 & 0.086 & 0.0489 & 43.6220538248 & 44.9109711474 & 1.56418366114 & 43.4168762466 & 45.0210953083 & -0.777865515524 & -8.78171633886 & -10.1698850626 & -9.83190896543 \\
UDS & 23617 & 11.214843848 & 1.538 & 5.2800002 & 0.4 & 11.77 & 0.443 & 0.0916 & 44.3146404394 & 45.3110220912 & 1.96423460501 & 43.6516631089 & 45.3145788862 & -0.484381937611 & -9.25060924299 & -10.6387779667 & -10.3008018696 \\
EGS & 5490 & 10.6219 & 1.538 & 5.28 & 0.3 & 11.76 & 0.325 & 0.0489 & 44.0320538248 & 45.3209711474 & 1.97418366114 & 43.5558662466 & 45.1948328083 & -0.604128015524 & -8.64771633886 & -10.0358850626 & -9.69790896543 \\
GDS & 25340 & 10.33 & 1.539 & 5.94 & 0.2 & 11.3 & 0.066 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 & -8.80255063162 & -10.1907193554 & -9.85274325819 \\
UDS & 4920 & 8.30749603791 & 1.539 & 6.5999999 & 1.0 & 11.31 & 0.133 & 0.625 & 44.688624983 & 44.4667762334 & 1.11998874719 & 43.7784438692 & 45.4730548366 & -0.325905987228 & -7.18750729072 & -8.57567601447 & -8.23769991729 \\
EGS & 22059 & 10.7734 & 1.54 & 4.62 & 0.3 & 11.45 & 0.116 & 0.0489 & 43.7220538248 & 45.0109711474 & 1.66418366114 & 43.4507762466 & 45.0634703083 & -0.735490515524 & -9.10921633886 & -10.4973850626 & -10.1594089654 \\
COS & 27780 & 10.1186 & 1.54 & 6.6 & 0.3 & 10.85 & 0.037 & 0.0489 & 43.1220538248 & 44.4109711474 & 1.06418366114 & 43.2473762466 & 44.8092203083 & -0.989740515524 & -9.05441633886 & -10.4425850626 & -10.1046089654 \\
COS & 7390 & 10.7774 & 1.54 & 5.28 & 0.3 & 11.15 & 0.265 & 0.0489 & 43.4220538248 & 44.7109711474 & 1.36418366114 & 43.3490762466 & 44.9363453083 & -0.862615515524 & -9.41321633886 & -10.8013850626 & -10.4634089654 \\
COS & 22242 & 10.9466 & 1.54 & 5.28 & 0.1 & 11.74 & 0.245 & 0.0031 & 42.8141066595 & 45.3213965617 & 1.97460907546 & 43.1429821576 & 44.678727697 & -1.12023312682 & -8.97199092454 & -10.3601596483 & -10.0221835511 \\
EGS & 11695 & 9.87034 & 1.541 & 3.96 & 0.3 & 11.94 & 0.026 & 0.0489 & 44.2120538248 & 45.5009711474 & 2.15418366114 & 43.6168862466 & 45.2711078083 & -0.527853015524 & -7.71615633886 & -9.10432506261 & -8.76634896543 \\
COS & 25173 & 9.98941 & 1.541 & 4.62 & 0.2 & 11.17 & 0.054 & 0.0194 & 43.0405466956 & 44.7442368546 & 1.39744936838 & 43.2197453298 & 44.7746816623 & -1.02427916152 & -8.59196063162 & -9.98012935537 & -9.64215325819 \\
COS & 15454 & 10.2588 & 1.542 & 5.94 & 0.4 & 11.32 & 0.115 & 0.0916 & 43.8646404394 & 44.8610220912 & 1.51423460501 & 43.4991131089 & 45.1238913862 & -0.675069437611 & -8.74456539499 & -10.1327341187 & -9.79475802156 \\
COS & 5452 & 10.514 & 1.542 & 6.6 & 0.16 & 11.53 & 0.123 & 0.011296 & 43.1656696494 & 45.1078112569 & 1.76102377065 & 43.2621620111 & 44.8277025139 & -0.971258309856 & -8.75297622935 & -10.1411449531 & -9.80316885592 \\
GDS & 22201 & 9.45 & 1.542 & 4.62 & 0.2 & 10.42 & 0.013 & 0.0194 & 42.2905466956 & 43.9942368546 & 0.647449368377 & 42.9654953298 & 44.4568691623 & -1.34209166152 & -8.80255063162 & -10.1907193554 & -9.85274325819 \\
EGS & 11582 & 9.94817 & 1.543 & 6.6 & 0.3 & 10.86 & 0.034 & 0.0489 & 43.1320538248 & 44.4209711474 & 1.07418366114 & 43.2507662466 & 44.8134578083 & -0.985503015524 & -8.87398633886 & -10.2621550626 & -9.92417896543 \\
EGS & 15327 & 11.3843 & 1.543 & 4.62 & 0.2 & 11.67 & 0.234 & 0.0194 & 43.5405466956 & 45.2442368546 & 1.89744936838 & 43.3892453298 & 44.9865566623 & -0.812404161519 & -9.48685063162 & -10.8750193554 & -10.5370432582 \\
COS & 16399 & 10.2908 & 1.543 & 5.28 & 0.4 & 11.52 & 0.16 & 0.0916 & 44.0646404394 & 45.0610220912 & 1.71423460501 & 43.5669131089 & 45.2086413862 & -0.590319437611 & -8.57656539499 & -9.96473411874 & -9.62675802156 \\
COS & 11792 & 10.0648 & 1.543 & 5.28 & 0.8 & 10.99 & 0.097 & 0.3944 & 44.168681872 & 44.3549308322 & 1.00814334596 & 43.6021831546 & 45.2527289432 & -0.546231880546 & -9.05665665404 & -10.4448253778 & -10.1068492806 \\
COS & 26272 & 9.79527 & 1.543 & 5.94 & 0.3 & 11.07 & 0.054 & 0.0489 & 43.3420538248 & 44.6309711474 & 1.28418366114 & 43.3219562466 & 44.9024453083 & -0.896515515524 & -8.51108633886 & -9.89925506261 & -9.56127896543 \\
GDS & 24964 & 10.47 & 1.544 & 5.28 & 0.1 & 10.74 & 0.034 & 0.0031 & 41.8141066595 & 44.3213965617 & 0.974609075465 & 42.8039821576 & 44.254977697 & -1.54398312682 & -9.49539092454 & -10.8835596483 & -10.5455835511 \\
COS & 8685 & 10.4271 & 1.544 & 5.28 & 0.2 & 11.37 & 0.087 & 0.0194 & 43.2405466956 & 44.9442368546 & 1.59744936838 & 43.2875453298 & 44.8594316623 & -0.939529161519 & -8.82965063162 & -10.2178193554 & -9.87984325819 \\
EGS & 14004 & 10.4196 & 1.544 & 5.28 & 0.3 & 11.26 & 0.075 & 0.0489 & 43.5320538248 & 44.8209711474 & 1.47418366114 & 43.3863662466 & 44.9829578083 & -0.816003015524 & -8.94541633886 & -10.3335850626 & -9.99560896543 \\
GDS & 24928 & 10.24 & 1.545 & 6.6 & 0.3 & 10.84 & 0.037 & 0.0489 & 43.1120538248 & 44.4009711474 & 1.05418366114 & 43.2439862466 & 44.8049828083 & -0.993978015524 & -9.18581633886 & -10.5739850626 & -10.2360089654 \\
COS & 12043 & 10.6287 & 1.545 & 5.28 & 0.2 & 11.18 & 0.046 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 & -9.22125063162 & -10.6094193554 & -10.2714432582 \\
UDS & 6076 & 10.096910013 & 1.548 & 4.6199999 & 0.2 & 11.37 & 0.087 & 0.0194 & 43.2405466956 & 44.9442368546 & 1.59744936838 & 43.2875453298 & 44.8594316623 & -0.939529161519 & -8.49946064462 & -9.88762936837 & -9.54965327119 \\
EGS & 10304 & 10.362 & 1.548 & 5.94 & 0.3 & 11.23 & 0.08 & 0.0489 & 43.5020538248 & 44.7909711474 & 1.44418366114 & 43.3761962466 & 44.9702453083 & -0.828715515524 & -8.91781633886 & -10.3059850626 & -9.96800896543 \\
UDS & 10669 & 10.8007170783 & 1.548 & 5.2800002 & 0.3 & 11.48 & 0.144 & 0.0489 & 43.7520538248 & 45.0409711474 & 1.69418366114 & 43.4609462466 & 45.0761828083 & -0.722778015524 & -9.10653341716 & -10.4947021409 & -10.1567260437 \\
GDS & 26195 & 10.65 & 1.5496 & 5.94 & 0.4 & 11.55 & 0.179 & 0.0916 & 44.0946404394 & 45.0910220912 & 1.74423460501 & 43.5770831089 & 45.2213538862 & -0.577606937611 & -8.90576539499 & -10.2939341187 & -9.95595802156 \\
COS & 24257 & 10.6774 & 1.55 & 10.56 & 0.3 & 11.37 & 0.156 & 0.0489 & 43.6420538248 & 44.9309711474 & 1.58418366114 & 43.4236562466 & 45.0295703083 & -0.769390515524 & -9.09321633886 & -10.4813850626 & -10.1434089654 \\
COS & 1433 & 9.8914 & 1.55 & 6.6 & 0.6 & 11.14 & 0.055 & 0.2166 & 44.058403418 & 44.6167285329 & 1.26994104668 & 43.5647987587 & 45.2059984484 & -0.59296237542 & -8.62145895332 & -10.0096276771 & -9.67165157989 \\
COS & 27367 & 10.1108 & 1.55 & 5.28 & 0.2 & 11.17 & 0.072 & 0.0194 & 43.0405466956 & 44.7442368546 & 1.39744936838 & 43.2197453298 & 44.7746816623 & -1.02427916152 & -8.71335063162 & -10.1015193554 & -9.76354325819 \\
COS & 8562 & 10.2799 & 1.55 & 5.94 & 0.3 & 10.95 & 0.078 & 0.0489 & 43.2220538248 & 44.5109711474 & 1.16418366114 & 43.2812762466 & 44.8515953083 & -0.947365515524 & -9.11571633886 & -10.5038850626 & -10.1659089654 \\
COS & 12662 & 10.4057 & 1.55 & 5.28 & 0.16 & 11.58 & 0.13 & 0.011296 & 43.2156696494 & 45.1578112569 & 1.81102377065 & 43.2791120111 & 44.8488900139 & -0.950070809856 & -8.59467622935 & -9.9828449531 & -9.64486885592 \\
GDS & 21007 & 10.66 & 1.55 & 4.62 & 0.2 & 11.44 & 0.109 & 0.0194 & 43.3105466956 & 45.0142368546 & 1.66744936838 & 43.3112753298 & 44.8890941623 & -0.909866661519 & -8.99255063162 & -10.3807193554 & -10.0427432582 \\
EGS & 2855 & 10.2812 & 1.55 & 3.96 & 0.2 & 11.98 & 0.158 & 0.0194 & 43.8505466956 & 45.5542368546 & 2.20744936838 & 43.4943353298 & 45.1179191623 & -0.681041661519 & -8.07375063162 & -9.46191935537 & -9.12394325819 \\
EGS & 30080 & 10.2654 & 1.5503 & 5.28 & 0.3 & 11.05 & 0.059 & 0.0489 & 43.3220538248 & 44.6109711474 & 1.26418366114 & 43.3151762466 & 44.8939703083 & -0.904990515524 & -9.00121633886 & -10.3893850626 & -10.0514089654 \\
UDS & 21188 & 9.99607365449 & 1.551 & 5.2800002 & 0.2 & 11.35 & 0.081 & 0.0194 & 43.2205466956 & 44.9242368546 & 1.57744936838 & 43.2807653298 & 44.8509566623 & -0.948004161519 & -8.41862428611 & -9.80679300986 & -9.46881691268 \\
EGS & 17101 & 10.2996 & 1.551 & 5.28 & 0.3 & 11.37 & 0.066 & 0.0489 & 43.6420538248 & 44.9309711474 & 1.58418366114 & 43.4236562466 & 45.0295703083 & -0.769390515524 & -8.71541633886 & -10.1035850626 & -9.76560896543 \\
UDS & 6817 & 10.6473829701 & 1.551 & 5.2800002 & 0.3 & 11.52 & 0.13 & 0.0489 & 43.7920538248 & 45.0809711474 & 1.73418366114 & 43.4745062466 & 45.0931328083 & -0.705828015524 & -8.91319930896 & -10.3013680327 & -9.96339193553 \\
GDS & 25961 & 10.04 & 1.552 & 5.94 & 0.1 & 10.75 & 0.03 & 0.0031 & 41.8241066595 & 44.3313965617 & 0.984609075465 & 42.8073721576 & 44.259215197 & -1.53974562682 & -9.05539092453 & -10.4435596483 & -10.1055835511 \\
EGS & 9940 & 10.6082 & 1.552 & 4.62 & 0.2 & 11.27 & 0.231 & 0.0194 & 43.1405466956 & 44.8442368546 & 1.49744936838 & 43.2536453298 & 44.8170566623 & -0.981904161519 & -9.11075063162 & -10.4989193554 & -10.1609432582 \\
COS & 16820 & 10.6489 & 1.554 & 5.28 & 0.3 & 11.54 & 0.19 & 0.0489 & 43.8120538248 & 45.1009711474 & 1.75418366114 & 43.4812862466 & 45.1016078083 & -0.697353015524 & -8.89471633886 & -10.2828850626 & -9.94490896543 \\
EGS & 31281 & 10.4284 & 1.554 & 5.28 & 0.2 & 11.37 & 0.104 & 0.0194 & 43.2405466956 & 44.9442368546 & 1.59744936838 & 43.2875453298 & 44.8594316623 & -0.939529161519 & -8.83095063162 & -10.2191193554 & -9.88114325819 \\
